"","taxa_id","Kingdom","Phylum","Class","Orders","Family","Genus","Species","common_name","RecordsWithDenominators","NeoplasiaWithDenominators","NeoplasiaPrevalence","X.","MalignancyKnown","Malignant","MalignancyPrevalence","PropMalignant","Benign","BenignPrevalence","PropBenign","X..","RecordsFromAllSources","NeoplasiaFromAllSources","Necropsies","X.Sources","SE_simple","female_maturity","male_maturity","Gestation","Weaning","Infancy","litter_size","litters_year","interbirth_interval","birth_weight","weaning_weight","adult_weight","growth_rate","max_longevity","metabolic_rate"
"1",548,"Animalia","Chordata","Reptilia","Squamata","Boidae","Aspidites","Aspidites ramsayi",NA,5,2,0.4,"-",2,2,0.4,1,0,0,0,"-",5,2,5,2,0.447213595,-1,-1,2.31755424063116,-1,8.9399230894346,10.5,-1,-1,60,-1,6906,-1,271.2,-1
"2",1115,"Animalia","Chordata","Aves","Coraciiformes","Alcedinidae","Ceyx","Ceyx pictus",NA,4,0,0,"-",0,0,0,NA,0,0,NA,"-",4,0,4,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",7,"Animalia","Chordata","Mammalia","Didelphimorphia","Didelphidae","Philander","Didelphis marsupialis","Oppossum",69,19,0.275362319,"-",19,13,0.188405797,0.684210526,6,0.086956522,0.315789474,"-",69,19,69,24,0.120385853,5.85141354372124,7.88954635108481,0.394477317554241,3.09007232084155,3.09007232084155,7.09,-1,6.57,0.2,96,1530,-1,50.4,611.34
"4",3334,"Animalia","Chordata","Aves","Passeriformes","Pittidae","Pitta","Pitta sordida","Hooded Pitta",89,0,0,"-",0,0,0,NA,0,0,NA,"-",89,0,89,11,0.105999788,-1,-1,-1,-1,1,3.85,-1,-1,-1,-1,64,-1,-1,-1
"5",1086,"Animalia","Chordata","Mammalia","Perissodactyla","Rhinocerotidae","Ceratotherium","Ceratotherium simum",NA,14,1,0.071428571,"-",1,1,0.071428571,1,0,0,0,"-",14,1,14,8,0.267261242,54.0105193951348,54.0105193951348,16.9296515450362,11.9986850756082,11.9986850756082,-1,0.4,33.17,52500,274482.35,2175000,-1,540,-1
"6",19532,"Animalia","Chordata","Actinopteri","Cichliformes","Cichlidae","Pseudotropheus",NA,NA,1,0,0,"-",0,0,0,NA,0,0,NA,"-",1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",3437,"Animalia","Chordata","Actinopterygii","Perciformes","Pomacanthidae","Pomacanthus","Pomacanthus zonipectus",NA,1,0,0,"-",0,0,0,NA,0,0,NA,"-",1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",3305,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","Phyllurus","Phyllurus platurus",NA,3,0,0,"-",0,0,0,NA,0,0,NA,"-",3,0,3,1,0.577350269,-1,-1,-1,-1,5.44306821728407,-1,-1,-1,-1,0.63,1.4,-1,165.12,-1
"9",19474,"Animalia","Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia holbrooki","Holbrooks Gambusia",1,0,0,"-",0,0,0,NA,0,0,NA,"-",1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",2129,"Animalia","Chordata","Aves","Coraciiformes","Alcedinidae","Halcyon","Halcyon senegalensis",NA,4,0,0,"-",0,0,0,NA,0,0,NA,"-",4,0,4,3,0.5,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,64.5,-1,-1,-1
"11",19383,"Animalia","Teleostei","Ostariophysi","Characiformes","Characidae","Brachychalcinus","Brachychalcinus orbicularis","Characin",1,0,0,"-",0,0,0,NA,0,0,NA,"-",1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",2968,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Neotragus","Neotragus pygmaeus",NA,2,0,0,"-",0,0,0,NA,0,0,NA,"-",2,0,2,1,0.707106781,16.0088099934254,22.5180802103879,6.01577909270217,-1,58.5994,-1,-1,0.725530459,800,-1,2250,-1,133.2,-1
"13",19761,"Animalia","Unionoidea","Unionidae","Ambleminae","Amblemini","Amblema","Amblema plicata","Three Ridge Mussel",1,0,0,"-",0,0,0,NA,0,0,NA,"-",1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",4539,"Animalia","Chordata","Actinopterygii","Perciformes","Acanthuridae","Zebrasoma","Zebrasoma flavescens","Yellow Sailfin Tang",11,0,0,"-",0,0,0,NA,0,0,NA,"-",11,0,11,5,0.301511345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",4270,"Animalia","Chordata","Aves","Psittaciformes","Psittaculidae","Trichoglossus","Trichoglossus euteles",NA,7,0,0,"-",0,0,0,NA,0,0,NA,"-",7,0,7,4,0.377964473,-1,-1,-1,-1,6.3291490898652,-1,-1,-1,-1,-1,73.7,-1,192,-1
"16",1880,"Animalia","Chordata","Aves","Passeriformes","Estrildidae","Euschistospiza","Euschistospiza cinereovinacea",NA,1,0,0,"-",0,0,0,NA,0,0,NA,"-",1,0,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,11.5,-1,-1,-1
"17",1204,"Animalia","Chordata","Reptilia","Testudines","Testudinidae","Chelonoidis","Chelonoidis carbonarius",NA,2,0,0,"-",0,0,0,NA,0,0,NA,"-",2,0,2,2,0.707106781,60.034516765286,60.034516765286,-1,-1,182.625,5.709832134,3.499790004,-1,26,-1,2000,-1,588,-1
"18",19757,"Animalia","Reptilia","Squamata","Autarchoglossa","Varanidae","Varanus","Varanus ornatus","Ornate Monitor",1,1,1,"-",1,0,0,0,1,1,1,"-",1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",2760,"Animalia","Chordata","Reptilia","Testudines","Geoemydidae","Mauremys","Mauremys annamensis","Anam Leaf Turtle",19,0,0,"-",0,0,0,NA,0,0,NA,"-",19,0,19,3,0.229415734,-1,-1,-1,-1,9.45416645298614,-1,-1,-1,-1,-1,-1,-1,286.8,-1
"20",980,"Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Carcharhinidae","Carcharhinus","Carcharhinus longimanus",NA,1,0,0,"-",0,0,0,NA,0,0,NA,"-",1,0,1,1,1,59.9934253780408,-1,-1,-1,1825,6.1,-1,24,-1,-1,92070,-1,264,-1
"21",2719,"Animalia","Chordata","Actinopterygii","Osmeriformes","Osmeridae","Mallotus","Mallotus villosus",NA,2,0,0,"-",0,0,0,NA,0,0,NA,"-",2,0,2,2,0.707106781,35.9960552268245,35.9960552268245,-1,-1,109.5,-1,-1,-1,-1,-1,-1,-1,120,-1
"22",420,"Animalia","Chordata","Actinopterygii","Cyprinodontiformes","Cyprinodontidae","Aphanius","Aphanius iberus",NA,3,1,0.333333333,"-",1,0,0,0,1,0.333333333,1,"-",3,1,3,1,0.577350269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",3203,"Animalia","Chordata","Aves","Pelecaniformes","Pelecanidae","Pelecanus","Pelecanus erythrorhynchos",NA,19,0,0,"-",0,0,0,NA,0,0,NA,"-",19,0,19,6,0.229415734,35.9960552268245,35.9960552268245,1.18343195266272,-1,109.5,-1,-1,-1,110,-1,6129,-1,648,-1
"24",971,"Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Carassius","Carassius gibelio",NA,1,0,0,"-",0,0,0,NA,0,0,NA,"-",1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",1883,"Animalia","Chordata","Actinopterygii","Characiformes","Characidae","Exodon","Exodon paradoxus",NA,1,0,0,"-",0,0,0,NA,0,0,NA,"-",1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",2524,"Animalia","Chordata","Mammalia","Carnivora","Felidae","Leopardus","Leopardus geoffroyi",NA,2,0,0,"-",1,0,0,0,0,0,1,"-",3,1,2,2,0.707106781,15.7462195923734,-1,2.465483234714,2.2353714661407,2.2353714661407,2.02,1.3,7.89,93.2,-1,4000,-1,276,-1
"27",278,"Animalia","Chordata","Actinopterygii","Perciformes","Anarhichadidae","Anarhichas","Anarhichas lupus",NA,2,0,0,"-",0,0,0,NA,0,0,NA,"-",2,0,2,1,0.707106781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",2018,"Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Gomphosus","Gomphosus varius",NA,1,1,1,"-",1,1,1,1,0,0,0,"-",1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",4374,"Animalia","Chordata","Mammalia","Carnivora","Felidae","Panthera","Panthera uncia","Snow Leopard",33,12,0.363636364,"-",12,10,0.303030303,0.833333333,2,0.060606061,0.166666667,"-",33,12,33,17,0.174077656,23.9973701512163,23.9973701512163,3.15581854043392,2.53122945430638,2.53122945430638,2.12,1.1,12,475,7500,50000,-1,254.4,-1
"30",7914,"Animalia","Chordata","Reptilia","Squamata","Viperidae","Gloydius","Gloydius saxatilis","Rock Mamushi",4,1,0.25,"-",1,0,0,0,1,0.25,1,"-",4,1,4,1,0.5,-1,-1,-1,-1,4.94464772645719,-1,-1,-1,-1,-1,-1,-1,150,-1
"31",557,"Animalia","Echinodermata","Asteroidea","Spinulosida","Asterinidae","Asterina","Asterina miniata",NA,1,0,0,"-",0,0,0,NA,0,0,NA,"-",1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",947,"Animalia","Chordata","Aves","Piciformes","Ramphastidae","Capito","Capito niger",NA,3,0,0,"-",0,0,0,NA,0,0,NA,"-",3,0,3,3,0.577350269,-1,-1,-1,-1,1,3.75,-1,-1,-1,-1,55.2,-1,-1,-1
"33",2762,"Animalia","Chordata","Reptilia","Testudines","Geoemydidae","Mauremys","Mauremys japonica",NA,5,0,0,"-",0,0,0,NA,0,0,NA,"-",5,0,5,1,0.447213595,-1,-1,-1,-1,6.40826345348851,-1,-1,-1,-1,-1,494.2,-1,194.4,-1
"34",3566,"Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Pteropus","Pteropus rodricensis","Rodrigues Fruit Bat",61,0,0,"-",0,0,0,NA,0,0,NA,"-",61,0,61,7,0.12803688,24.8241288625904,24.8241288625904,6.50887573964497,4.922419460881,4.922419460881,-1,-1,-1,45,-1,350,-1,336,134.9
"35",4455,"Animalia","Chordata","Reptilia","Squamata","Varanidae","Varanus","Varanus melinus",NA,1,0,0,"-",0,0,0,NA,0,0,NA,"-",1,0,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,33.5,1.7,-1,-1,-1
"36",2914,"Animalia","Chordata","Reptilia","Squamata","Elapidae","Naja","Naja annulifera","Egyptian Snouted Cobra",29,0,0,"-",0,0,0,NA,0,0,NA,"-",29,0,29,2,0.185695338,-1,0.302432610124918,0.726495726495726,-1,9.2,-1,19.5,-1,-1,-1,-1,-1,81552,-1
"37",2733,"Animalia","Chordata","Amphibia","Anura","Mantellidae","Mantella","Mantella madagascariensis","Painted Mantella",12,0,0,"-",0,0,0,NA,0,0,NA,"-",12,0,12,8,0.288675135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",1511,"Animalia","Chordata","Mammalia","Carnivora","Hyaenidae","Crocuta","Crocuta crocuta","Spotted Hyena",5,2,0.4,"-",2,2,0.4,1,0,0,0,"-",5,2,5,4,0.447213595,35.9960552268245,21.0059171597633,3.61604207758054,8.71137409598948,8.71137409598948,1.91,-1,14.76,1390,14500,63000,0.0056,493.2,-1
"39",1443,"Animalia","Chordata","Aves","Passeriformes","Corvidae","Corvus","Corvus corax","Common Raven",3,1,0.333333333,"-",1,1,0.333333333,1,0,0,0,"-",3,1,3,3,0.577350269,35.9960552268245,35.9960552268245,0.624589086127548,-1,109.5,4.8,-1,-1,25,-1,1041.2,-1,828,-1
"40",2140,"Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Halichoeres","Halichoeres semicinctus",NA,1,0,0,"-",0,0,0,NA,0,0,NA,"-",1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",2276,"Animalia","Chordata","Reptilia","Squamata","Phrynosomatidae","Holbrookia","Holbrookia lacerata",NA,2,0,0,"-",0,0,0,NA,0,0,NA,"-",2,0,2,1,0.707106781,-1,-1,-1,-1,1,-1,-1,-1,0.345,-1,6.47,-1,-1,-1
"42",1521,"Animalia","Chordata","Reptilia","Squamata","Viperidae","Crotalus","Crotalus catalinensis",NA,1,0,0,"-",0,0,0,NA,0,0,NA,"-",1,0,1,1,1,-1,-1,-1,-1,4.66774745377559,-1,-1,-1,-1,-1,-1,-1,141.6,-1
"43",909,"Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Callospermophilus","Callospermophilus lateralis",NA,1,0,0,"-",0,0,0,NA,0,0,NA,"-",1,0,1,1,1,20.9401709401709,-1,0.986193293885602,1.21630506245891,1.21630506245891,5.12,0.94,-1,6.26,74.2,157.6,0.0411,124.8,-1
"44",2116,"Animalia","Chordata","Aves","Charadriiformes","Haematopodidae","Haematopus","Haematopus palliatus",NA,1,0,0,"-",0,0,0,NA,0,0,NA,"-",1,0,1,1,1,35.9960552268245,35.9960552268245,0.887573964497041,-1,109.5,2.785,-1,-1,37.3,-1,565,-1,204,-1
"45",19386,"Animalia","Acanthopterygii","Perciformes","Cichliformes","Cichlidae","Haplochromis","Haplochromis melanopterus","Lake Victoria Cichlid",31,0,0,"-",0,0,0,NA,0,0,NA,"-",31,0,31,1,0.179605302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",19600,"Animalia","Chordata","Actinopterygii","Cyprinodontiformes","Goodeidae","Ameca","Ameca splendens","Butterfly Goodeid",248,0,0,"-",0,0,0,NA,0,0,NA,"-",248,0,248,1,0.063500064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",19498,"Animalia","Arthropoda","Diplopoda","Spirostreptida","Spirostreptidae","Archispirostreptus",NA,NA,6,0,0,"-",0,0,0,NA,0,0,NA,"-",6,0,6,1,0.40824829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",2587,"Animalia","Chordata","Amphibia","Anura","Ranidae","Lithobates","Lithobates capito",NA,12,1,0.083333333,"-",1,0,0,0,1,0.083333333,1,"-",12,1,12,3,0.288675135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",1735,"Animalia","Chordata","Reptilia","Squamata","Colubridae","Elaphe","Elaphe schrenckii",NA,2,1,0.5,"-",1,0,0,0,1,0.5,1,"-",2,1,2,2,0.707106781,-1,0.450361604207758,0.450361604207758,-1,13.7,-1,18,-1,-1,-1,-1,-1,164.4,-1
"50",3076,"Animalia","Chordata","Mammalia","Lagomorpha","Leporidae","Oryctolagus","Oryctolagus cuniculus","Domestic Rabbit",155,28,0.180645161,"-",28,22,0.141935484,0.785714286,6,0.038709677,0.214285714,"-",155,28,155,29,0.080321933,23.9973701512163,6.10157790927022,0.986193293885602,0.854700854700855,0.854700854700855,5.24,4.3,0.95,45,214,1800,0.0228,216,-1
"51",4476,"Animalia","Chordata","Aves","Passeriformes","Viduidae","Vidua","Vidua obtusa",NA,2,0,0,"-",0,0,0,NA,0,0,NA,"-",2,0,2,1,0.707106781,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,20.175,-1,-1,-1
"52",3534,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Psittacus","Psittacus erithacus",NA,17,2,0.117647059,"-",2,1,0.058823529,0.5,1,0.058823529,0.5,"-",17,2,17,11,0.242535625,-1,-1,-1,-1,19.6599193603938,-1,-1,-1,-1,-1,333,0.128,596.4,-1
"53",1682,"Animalia","Chordata","Actinopterygii","Tetraodontiformes","Diodontidae","Diodon","Diodon holocanthus",NA,1,0,0,"-",0,0,0,NA,0,0,NA,"-",1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",2711,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Madoqua","Madoqua kirkii",NA,7,1,0.142857143,"-",2,1,0.142857143,1,0,0,0,"-",8,2,7,6,0.377964473,7.00197238658777,9.99342537804076,5.65417488494412,2.33399079552926,2.33399079552926,0.98,1.56,8.02,600,1780,5000,0.0124,207.6,2145
"55",3820,"Animalia","Chordata","Aves","Piciformes","Ramphastidae","Pteroglossus","Selenidera maculirostris",NA,12,1,0.083333333,"-",1,0,0,0,1,0.083333333,1,"-",12,1,12,4,0.288675135,-1,-1,-1,-1,1,2.7,-1,-1,-1,-1,164.25,-1,-1,-1
"56",3374,"Animalia","Chordata","Aves","Passeriformes","Ploceidae","Ploceus","Ploceus baglafecht",NA,1,0,0,"-",0,0,0,NA,0,0,NA,"-",1,0,1,1,1,-1,-1,-1,-1,1,2.2,-1,-1,-1,-1,31.325,-1,-1,-1
"57",3313,"Animalia","Chordata","Aves","Passeriformes","Emberizidae","Poospiza","Piezorina cinerea",NA,1,0,0,"-",0,0,0,NA,0,0,NA,"-",1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",2643,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Lorius","Lorius garrulus",NA,20,0,0,"-",0,0,0,NA,0,0,NA,"-",20,0,20,3,0.223606798,-1,-1,-1,-1,10.5222103619009,-1,-1,-1,-1,-1,143,-1,319.2,-1
"59",3568,"Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Pteropus","Pteropus voeltzkowi",NA,1,0,0,"-",0,0,0,NA,0,0,NA,"-",1,0,1,1,1,-1,-1,4.99671268902038,4.70742932281394,4.70742932281394,-1,-1,-1,-1,-1,527.5,-1,122.79999996,-1
"60",3750,"Animalia","Chordata","Reptilia","Squamata","Phrynosomatidae","Sceloporus","Sceloporus cyanogenys","Blue spiny lizard",56,2,0.035714286,"-",2,2,0.035714286,1,0,0,0,"-",56,2,56,7,0.133630621,-1,-1,-1,-1,2.65033118138105,13,-1,-1,1.15,-1,35.59,-1,80.4,-1
"61",300,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","Anas platalea",NA,1,0,0,"-",0,0,0,NA,0,0,NA,"-",1,0,1,1,1,-1,-1,-1,-1,1,6.500605327,-1,-1,-1,-1,523,-1,-1,-1
"62",4518,"Animalia","Chordata","Reptilia","Squamata","Xenopeltidae","Xenopeltis","Xenopeltis hainanensis",NA,1,0,0,"-",0,0,0,NA,0,0,NA,"-",1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",19574,"Animalia","Chordata","Mammalia","Primates","Callitrichidae","Cebuella","Cebuella pygmaeus",NA,1,1,1,"-",1,1,1,1,0,0,0,"-",1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",1846,"Animalia","Chordata","Reptilia","Squamata","Boidae","Eunectes","Eunectes murinus","Green Anaconda",10,2,0.2,"-",2,1,0.1,0.5,1,0.1,0.5,"-",10,2,10,8,0.316227766,-1,0.918803418803419,1.04536489151874,-1,27.95,912.5,34.7,-1,-1,-1,0.57,-1,381.6,-1
"65",378,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Anser","Anser caerulescens",NA,2,0,0,"-",0,0,0,NA,0,0,NA,"-",2,0,2,2,0.707106781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",4361,"Animalia","Chordata","Amphibia","Gymnophiona","Caeciliidae","Typhlonectes","Typhlonectes natans","Rio couca caecilian",40,0,0,"-",0,0,0,NA,0,0,NA,"-",40,0,40,11,0.158113883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",182,"Animalia","Chordata","Aves","Passeriformes","Estrildidae","Amandava","Amandava amandava",NA,16,0,0,"-",0,0,0,NA,0,0,NA,"-",16,0,16,3,0.25,-1,-1,-1,-1,1,5.3,-1,-1,-1,-1,9.6,-1,-1,-1
"68",1023,"Animalia","Chordata","Actinopterygii","Perciformes","Malacanthidae","Caulolatilus","Caulolatilus princeps",NA,2,0,0,"-",0,0,0,NA,0,0,NA,"-",2,0,2,1,0.707106781,-1,-1,-1,-1,5.14243363551547,-1,-1,-1,-1,-1,3168,-1,156,-1
"69",1681,"Animalia","Chordata","Actinopterygii","Tetraodontiformes","Diodontidae","Diodon","Diodon antennatus",NA,8,0,0,"-",0,0,0,NA,0,0,NA,"-",8,0,8,7,0.353553391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",4013,"Animalia","Chordata","Mammalia","Lagomorpha","Leporidae","Sylvilagus","Sylvilagus floridanus",NA,10,0,0,"-",0,0,0,NA,0,0,NA,"-",10,0,10,3,0.316227766,4.04339250493097,3.4861932938856,0.986193293885602,0.788954635108481,0.788954635108481,4.62,3.9,0.99,40,118.5,1150,0.0243,117.6,-1
"71",3554,"Animalia","Chordata","Aves","Piciformes","Ramphastidae","Pteroglossus","Pteroglossus torquatus",NA,9,1,0.111111111,"-",1,1,0.111111111,1,0,0,0,"-",9,1,9,2,0.333333333,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,193.75,-1,-1,-1
"72",2905,"Animalia","Chordata","Mammalia","Rodentia","Agoutidae","Myoprocta","Myoprocta pratti",NA,2,0,0,"-",0,0,0,NA,0,0,NA,"-",2,0,2,1,0.707106781,4.51742274819198,4.51742274819198,3.27580539119001,1.67044707429323,1.67044707429323,1.77,-1,-1,79.3,350,914,-1,177.6,-1
"73",2540,"Animalia","Chordata","Actinopterygii","Perciformes","Centrarchidae","Lepomis","Lepomis cyanellus",NA,1,0,0,"-",0,0,0,NA,0,0,NA,"-",1,0,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,529,-1,-1,-1
"74",3939,"Animalia","Chordata","Mammalia","Carnivora","Mephitidae","Spilogale","Spilogale pygmaea",NA,1,1,1,"-",1,0,0,0,1,1,1,"-",1,1,1,1,1,-1,-1,1.55226824457594,-1,1,3.835,-1,-1,6.9,-1,312.5,-1,-1,-1
"75",2935,"Animalia","Chordata","Mammalia","Carnivora","Procyonidae","Nasua","Nasua narica",NA,12,5,0.416666667,"-",15,2,0.166666667,0.866666667,2,0.166666667,0.133333333,"-",23,16,12,9,0.288675135,23.4056541748849,23.4056541748849,2.56410256410256,4.17488494411571,4.17488494411571,4.17,1.1,12,140,-1,3750,-1,316.8,2305.8
"76",4400,"Animalia","Chordata","Reptilia","Squamata","Agamidae","Uromastyx","Uromastyx aegyptia",NA,16,3,0.1875,"-",3,3,0.1875,1,0,0,0,"-",16,3,16,7,0.25,-1,0.502958579881657,0.502958579881657,-1,15.3,-1,17,-1,-1,9.21,0.9,-1,183.6,-1
"77",9274,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Buteo","Buteo buteo","Buzzard",4,0,0,"-",0,0,0,NA,0,0,NA,"-",4,0,4,1,0.5,23.9973701512163,23.9973701512163,-1,-1,73,-1,-1,-1,36,-1,1012,0.189,345.6,-1
"78",2403,"Animalia","Chordata","Reptilia","Squamata","Agamidae","Intellagama","Intellagama lesueurii",NA,5,0,0,"-",0,0,0,NA,0,0,NA,"-",5,0,5,2,0.447213595,-1,-1,-1,-1,7.47630736240327,11,1.4,-1,2.63,-1,386.96,-1,226.8,-1
"79",3249,"Animalia","Chordata","Aves","Galliformes","Phasianidae","Phasianus","Phasianus versicolor",NA,2,0,0,"-",0,0,0,NA,0,0,NA,"-",2,0,2,2,0.707106781,7.88954635108481,7.88954635108481,-1,-1,24,11,-1,-1,20.5,-1,1000,-1,324,-1
"80",4538,"Animalia","Chordata","Actinopterygii","Perciformes","Acanthuridae","Zebrasoma","Zebrasoma desjardinii",NA,1,1,1,"-",1,0,0,0,1,1,1,"-",1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",3066,"Animalia","Chordata","Aves","Passeriformes","Oriolidae","Oriolus","Oriolus chinensis",NA,2,1,0.5,"-",1,1,0.5,1,0,0,0,"-",2,1,2,2,0.707106781,-1,-1,-1,-1,1,2.75,-1,-1,-1,-1,82.6,-1,-1,-1
"82",3260,"Animalia","Chordata","Aves","Passeriformes","Cardinalidae","Pheucticus","Pheucticus ludovicianus",NA,1,0,0,"-",0,0,0,NA,0,0,NA,"-",1,0,1,1,1,11.9986850756082,11.9986850756082,0.394477317554241,-1,36.5,3.95,1.5,-1,4.5,-1,47.325,-1,288,-1
"83",2,"Animalia","Chordata","Actinopterygii","Perciformes","Haemulidae","Anisotremus","Anisotremus virginicus",NA,11,0,0,"-",0,0,0,NA,0,0,NA,"-",11,0,11,3,0.301511345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",2199,"Animalia","Chordata","Actinopterygii","Perciformes","Chaetodontidae","Heniochus","Heniochus chrysostomus",NA,3,0,0,"-",0,0,0,NA,0,0,NA,"-",3,0,3,2,0.577350269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",4454,"Animalia","Chordata","Reptilia","Squamata","Varanidae","Varanus","Varanus macraei","Blue Tree Monitor",1,0,0,"-",0,0,0,NA,0,0,NA,"-",1,0,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,12.25,-1,-1,-1,-1,-1
"86",2028,"Animalia","Chordata","Reptilia","Squamata","Agamidae","Gonocephalus","Gonocephalus grandis",NA,1,0,0,"-",0,0,0,NA,0,0,NA,"-",1,0,1,1,1,-1,-1,-1,-1,19.1377645604799,-1,3.5,-1,-1,0.82,6.3,-1,580.56,-1
"87",4470,"Animalia","Chordata","Mammalia","Primates","Lemuridae","Varecia","Varecia rubra","Red Ruffed Lemur",18,2,0.111111111,"-",2,1,0.055555556,0.5,1,0.055555556,0.5,"-",18,2,18,9,0.23570226,20.0197238658777,21.3675213675214,3.2215647600263,3.67685930309007,3.67685930309007,2.2,-1,0.999315537,109.73,2893,3601.3,-1,450,-1
"88",351,"Animalia","Chordata","Reptilia","Squamata","Dactyloidae","Anolis","Anolis barbatus",NA,6,0,0,"-",0,0,0,NA,0,0,NA,"-",6,0,6,3,0.40824829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",898,"Animalia","Chordata","Mammalia","Primates","Callitrichidae","Callithrix","Callithrix kuhlii",NA,4,0,0,"-",0,0,0,NA,0,0,NA,"-",4,0,4,2,0.5,15.6804733727811,12.5575279421433,4.73372781065089,2.03813280736358,2.03813280736358,-1,-1,0.450102669,27.12,96.8,342,-1,240,-1
"90",3676,"Animalia","Chordata","Reptilia","Squamata","Colubridae","Rhinocheilus","Rhinocheilus lecontei",NA,1,1,1,"-",1,1,1,1,0,0,0,"-",1,1,1,1,1,-1,-1,-1,-1,7.83232199870819,-1,-1,-1,-1,-1,432,-1,237.6,-1
"91",4016,"Animalia","Chordata","Mammalia","Lagomorpha","Leporidae","Sylvilagus","Sylvilagus transitionalis",NA,35,2,0.057142857,"-",2,1,0.028571429,0.5,1,0.028571429,0.5,"-",35,2,35,1,0.169030851,3.94477317554241,-1,0.920447074293228,0.525969756738987,0.525969756738987,4.8,2.5,0.08275154,30,118.5,902.6,-1,111.6,-1
