"","taxa_id","Kingdom","Phylum","Class","Orders","Family","Genus","Species","common_name","RecordsWithDenominators","NeoplasiaWithDenominators","NeoplasiaPrevalence","X.","MalignancyKnown","Malignant","MalignancyPrevalence","PropMalignant","Benign","BenignPrevalence","PropBenign","X..","RecordsFromAllSources","NeoplasiaFromAllSources","Necropsies","X.Sources","SE_simple","female_maturity","male_maturity","Gestation","Weaning","Infancy","litter_size","litters_year","interbirth_interval","birth_weight","weaning_weight","adult_weight","growth_rate","max_longevity","metabolic_rate"
"1313",19624,"Animalia","Asteroidea","Spinulosacea","Spinulosida","Echinasteridae","Henricia","Henricia oculata","Blood Henry Starfish",1,0,0,"-",0,0,0,NA,0,0,NA,"-",1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1314",4379,"Animalia","Chordata","Aves","Passeriformes","Estrildidae","Uraeginthus","Uraeginthus bengalus","Red cheeked cordon bleu",28,0,0,"-",0,0,0,NA,0,0,NA,"-",28,0,28,6,0.188982237,-1,-1,-1,-1,1,4.7,-1,-1,-1,-1,9.9,-1,-1,-1
"1315",686,"Animalia","Chordata","Reptilia","Squamata","Boidae","Boa","Boa constrictor","Boa Constrictor",55,11,0.2,"-",17,7,0.127272727,0.764705882,4,0.072727273,0.235294118,"-",61,17,55,31,0.134839972,35.9960552268245,35.9960552268245,4.10913872452334,-1,109.5,35,-1,-1,-1,-1,3532,-1,484.8,-1
"1316",3719,"Animalia","Chordata","Reptilia","Squamata","Gymnophthalmidae","Gymnophthalmus","Salvator merianae",NA,3,0,0,"-",0,0,0,NA,0,0,NA,"-",3,0,3,3,0.577350269,-1,-1,-1,-1,6.36870627167686,7.3,-1,-1,14.85,-1,1335.02,-1,193.2,-1
"1317",3400,"Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Poecilogale","Poecilogale albinucha",NA,1,0,0,"-",0,0,0,NA,0,0,NA,"-",1,0,1,1,1,14.431295200526,30.0719921104536,1.05193951347797,2.13675213675214,2.13675213675214,2.2,1.2,7.89,-1,50,280,0.0255,62.4,-1
"1318",19403,"Animalia","Chordata","Lepidosauria","Squamata","Agamidae","Draco",NA,NA,3,0,0,"-",0,0,0,NA,0,0,NA,"-",3,0,3,1,0.577350269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1319",3033,"Animalia","Chordata","Mammalia","Artiodactyla","Giraffidae","Okapia","Okapia johnstoni",NA,18,2,0.111111111,"-",0,0,0,NA,0,0,NA,"-",18,2,18,9,0.23570226,19.0006574621959,25.9697567389875,15.0558842866535,6.37738330046022,6.37738330046022,0.98,0.8,-1,16000,77000,225000,-1,402,-1
"1320",2321,"Animalia","Chordata","Mammalia","Primates","Hylobatidae","Hylobates","Hylobates leucogenys",NA,4,1,0.25,"-",1,0,0,0,1,0.25,1,"-",4,1,4,4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1321",1450,"Animalia","Chordata","Actinopterygii","Siluriformes","Callichthyidae","Corydoras","Corydoras paleatus","Peppered Catfish",1,0,0,"-",0,0,0,NA,0,0,NA,"-",1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1322",2687,"Animalia","Chordata","Aves","Passeriformes","Paridae","Machlolophus","Machlolophus spilonotus",NA,1,0,0,"-",0,0,0,NA,0,0,NA,"-",1,0,1,1,1,-1,-1,-1,-1,1,4.9,-1,-1,-1,-1,18.85,-1,-1,-1
"1323",224,"Animalia","Chordata","Amphibia","Caudata","Ambystomatidae","Ambystoma","Ambystoma opacum",NA,3,0,0,"-",0,0,0,NA,0,0,NA,"-",3,0,3,2,0.577350269,42.603550295858,36.5877712031558,-1,-1,120.45,100,-1,-1,-1,-1,-1,-1,135.6,-1
"1324",8030,"Animalia","Chordata","Aves","Passeriformes","Sturnidae","Lamprotornis","Lamprotornis iris",NA,1,1,1,"-",1,0,0,0,1,1,1,"-",1,1,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,100,-1,-1,-1
"1325",19457,"Animalia","Arthropoda","Insecta","Phasmatodea","Phylliidae","Phyllium","Phyllium giganteum","Giant Leaf Insect",4,0,0,"-",0,0,0,NA,0,0,NA,"-",4,0,4,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1326",3853,"Animalia","Chordata","Mammalia","Afrosoricida","Tenrecidae","Setifer","Setifer setosus",NA,1,0,0,"-",0,0,0,NA,0,0,NA,"-",1,0,1,1,1,6.50887573964497,8.48126232741617,1.77514792899408,0.788954635108481,0.788954635108481,3.24,-1,-1,24.7,-1,225,0.0419,169.2,94.59
"1327",3308,"Animalia","Chordata","Aves","Passeriformes","Corvidae","Pica","Pica hudsonia",NA,3,0,0,"-",0,0,0,NA,0,0,NA,"-",3,0,3,3,0.577350269,11.9986850756082,23.9973701512163,0.591715976331361,-1,54.75,6.5,-1,-1,6.31,-1,177,-1,240,-1
"1328",1070,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Cephalophus","Cephalophus silvicultor",NA,13,3,0.230769231,"-",3,2,0.153846154,0.666666667,1,0.076923077,0.333333333,"-",13,3,13,7,0.277350098,-1,-1,5.42406311637081,1.2491781722551,1.2491781722551,-1,1.2,10.06,2400,20512.5,62000,-1,270,-1
"1329",12148,"Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Symphodus","Symphodus melops","Cork Wing Wrasse",3,0,0,"-",0,0,0,NA,0,0,NA,"-",3,0,3,1,0.577350269,29.9802761341223,29.9802761341223,-1,-1,91.2,-1,-1,-1,-1,-1,-1,-1,-1,-1
"1330",4332,"Animalia","Chordata","Reptilia","Squamata","Viperidae","Tropidolaemus","Tropidolaemus laticinctus",NA,1,0,0,"-",0,0,0,NA,0,0,NA,"-",1,0,1,1,1,-1,-1,-1,-1,2.29431654507613,-1,-1,-1,-1,-1,384,-1,69.6,-1
"1331",1870,"Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Eurycea","Eurycea lucifuga",NA,2,0,0,"-",0,0,0,NA,0,0,NA,"-",2,0,2,2,0.707106781,35.9960552268245,35.9960552268245,0.427350427350427,-1,109.5,73,-1,-1,-1,-1,-1,-1,109.2,-1
"1332",982,"Animalia","Chordata","Chondrichthyes","Carcharhiniformes","Carcharhinidae","Carcharhinus","Carcharhinus perezii",NA,5,0,0,"-",0,0,0,NA,0,0,NA,"-",5,0,5,4,0.447213595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1333",475,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Ara","Ara glaucogularis","Blue-throated macaw",3,0,0,"-",0,0,0,NA,0,0,NA,"-",3,0,3,1,0.577350269,-1,-1,-1,-1,8.70257999856465,2.4,-1,-1,-1,-1,784,-1,264,-1
"1334",95,"Animalia","Chordata","Aves","Strigiformes","Strigidae","Aegolius","Aegolius ridgwayi",NA,3,1,0.333333333,"-",1,1,0.333333333,1,0,0,0,"-",3,1,3,2,0.577350269,-1,-1,-1,-1,1,5.5,-1,-1,-1,-1,80,-1,-1,-1
"1335",2062,"Animalia","Arthropoda","Insecta","Blattodea","Blaberidae","Elliptorhina","Gromphadorhina portentosa",NA,3,0,0,"-",0,0,0,NA,0,0,NA,"-",3,0,3,1,0.577350269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1336",824,"Animalia","Chordata","Amphibia","Anura","Bufonidae","Rhaebo","Bufo guttatus",NA,8,1,0.125,"-",1,1,0.125,1,0,0,0,"-",8,1,8,4,0.353553391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1337",19446,"Animalia","Chordata","Actinopterygii","Cichliformes","Cichlidae","Symphosodon","Symphosodon discus","Red Discus",5,0,0,"-",0,0,0,NA,0,0,NA,"-",5,0,5,1,0.447213595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1338",4044,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Tadorna","Tadorna cana",NA,4,0,0,"-",0,0,0,NA,0,0,NA,"-",4,0,4,1,0.5,-1,-1,-1,-1,3.98868249802356,9.750257466,-1,-1,56.5,-1,1378,-1,120.99999996,-1
"1339",3445,"Animalia","Chordata","Aves","Gruiformes","Rallidae","Porphyrio","Porphyrio martinicus",NA,8,1,0.125,"-",1,1,0.125,1,0,0,0,"-",8,1,8,4,0.353553391,-1,-1,-1,-1,2.90085999938969,-1,-1,-1,-1,-1,236,-1,87.999999996,-1
"1340",935,"Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis latrans",NA,6,2,0.333333333,"-",2,1,0.166666667,0.5,1,0.166666667,0.5,"-",6,2,6,3,0.40824829,9.00723208415516,9.00723208415516,2.07100591715976,1.9723865877712,1.9723865877712,5.72,1.1,12,250,1517,13250,0.0183,261.6,3699
"1341",2061,"Animalia","Arthropoda","Malacostraca","Decapoda","Majidae","Mithraculus","Green crab",NA,1,0,0,"-",0,0,0,NA,0,0,NA,"-",1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1342",2109,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Gyps","Gyps rueppelli","Ruppells griffon vulture",3,1,0.333333333,"-",1,1,0.333333333,1,0,0,0,"-",3,1,3,1,0.577350269,83.6382642998028,-1,-1,-1,2544.276,-1,-1,-1,180,-1,7400,-1,-1,-1
"1343",2207,"Animalia","Chordata","Actinopterygii","Cichliformes","Cichlidae","Herichthys","Herichthys carpintis",NA,2,0,0,"-",0,0,0,NA,0,0,NA,"-",2,0,2,1,0.707106781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1344",1346,"Animalia","Chordata","Reptilia","Testudines","Emydidae","Clemmys","Clemmys guttata",NA,12,0,0,"-",0,0,0,NA,0,0,NA,"-",12,0,12,7,0.288675135,95.9894806048652,95.9894806048652,2.53122945430638,-1,292,4.29,1.2,-1,-1,-1,165.4,-1,360,-1
"1345",2418,"Animalia","Chordata","Reptilia","Testudines","Testudinidae","Kinixys","Kinixys belliana",NA,4,0,0,"-",0,0,0,NA,0,0,NA,"-",4,0,4,4,0.5,-1,-1,-1,-1,10.4826531800892,2.3,-1,-1,-1,-1,1202,-1,318,-1
"1346",4358,"Animalia","Chordata","Amphibia","Caudata","Salamandridae","Neurergus","Tylototriton shanjing","Emperor Newt",42,0,0,"-",0,0,0,NA,0,0,NA,"-",42,0,42,10,0.15430335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1347",1912,"Animalia","Chordata","Aves","Charadriiformes","Alcidae","Fratercula","Fratercula arctica",NA,1,0,0,"-",0,0,0,NA,0,0,NA,"-",1,0,1,1,1,47.9947403024326,47.9947403024326,1.38067061143984,-1,146,-1,-1,-1,39.7,-1,490.5,0.145,489.6,-1
"1348",4336,"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","Tropiocolotes","Tropiocolotes helenae",NA,3,0,0,"-",0,0,0,NA,0,0,NA,"-",3,0,3,1,0.577350269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1349",1518,"Animalia","Chordata","Reptilia","Squamata","Viperidae","Crotalus","Crotalus aquilus",NA,3,0,0,"-",0,0,0,NA,0,0,NA,"-",3,0,3,2,0.577350269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1350",3170,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Parkesia","Parkesia noveboracensis",NA,1,0,0,"-",0,0,0,NA,0,0,NA,"-",1,0,1,1,1,11.9986850756082,11.9986850756082,0.394477317554241,-1,36.5,4.39,-1,-1,1.9,-1,16.3,-1,106.8,-1
"1351",755,"Animalia","Chordata","Actinopterygii","Cypriniformes","Cobitidae","Botia","Botia striata",NA,1,0,0,"-",0,0,0,NA,0,0,NA,"-",1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1352",2933,"Animalia","Chordata","Actinopterygii","Perciformes","Acanthuridae","Naso","Naso unicornis",NA,1,0,0,"-",0,0,0,NA,0,0,NA,"-",1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1353",2699,"Animalia","Chordata","Mammalia","Diprotodontia","Macropodidae","Macropus","Osphranter robustus","Wallaroo",69,4,0.057971014,"-",4,3,0.043478261,0.75,1,0.014492754,0.25,"-",69,4,69,7,0.120385853,17.9815910585141,22.0249835634451,1.05193951347797,11.5384615384615,11.5384615384615,-1,1.31,8.68,0.703,2500,30000,0.0038,264,5453.5
"1354",817,"Animalia","Chordata","Aves","Bucerotiformes","Bucerotidae","Buceros","Buceros rhinoceros",NA,9,0,0,"-",0,0,0,NA,0,0,NA,"-",9,0,9,6,0.333333333,-1,-1,-1,-1,1,1.4,-1,-1,-1,-1,2382.5,-1,-1,-1
"1355",4483,"Animalia","Chordata","Reptilia","Squamata","Viperidae","Vipera","Vipera dinniki",NA,1,0,0,"-",0,0,0,NA,0,0,NA,"-",1,0,1,1,1,-1,-1,24.0131492439185,-1,7.51586454421493,-1,-1,-1,-1,-1,279,-1,228,-1
"1356",19657,"Animalia","Acanthopterygii","Perciformes","Cichliformes","Cichlidae","Haplotaxodon","Haplotaxodon trifasciatus","Lake Tanganyika Cichlid",3,0,0,"-",0,0,0,NA,0,0,NA,"-",3,0,3,1,0.577350269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1357",8530,"Animalia","Chordata","Aves","Strigiformes","Strigidae","Pulsatrix","Pulsatrix perspicillata","Spectacled Owl",10,0,0,"-",0,0,0,NA,0,0,NA,"-",10,0,10,1,0.316227766,-1,-1,1.18343195266272,-1,9.88929545291438,-1,-1,-1,-1,-1,770,-1,300,-1
"1358",417,"Animalia","Chordata","Mammalia","Primates","Aotidae","Aotus","Aotus trivirgatus",NA,9,2,0.222222222,"-",2,2,0.222222222,1,0,0,0,"-",9,2,9,7,0.333333333,26.9888231426693,23.9973701512163,4.66798159105851,2.53122945430638,2.53122945430638,1.06,1.4,8.84,88.5,360,800,-1,361.2,459.45
"1359",3510,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Pseudeos","Pseudeos fuscata",NA,12,0,0,"-",0,0,0,NA,0,0,NA,"-",12,0,12,4,0.288675135,-1,-1,-1,-1,5.30066236276211,-1,-1,-1,-1,-1,149,-1,160.8,-1
"1360",338,"Animalia","Chordata","Aves","Anseriformes","Anhimidae","Anhima","Anhima cornuta",NA,2,0,0,"-",0,0,0,NA,0,0,NA,"-",2,0,2,2,0.707106781,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,3125,-1,-1,-1
"1361",2870,"Animalia","Chordata","Reptilia","Squamata","Pythonidae","Morelia","Morelia tracyae",NA,1,0,0,"-",0,0,0,NA,0,0,NA,"-",1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1362",4443,"Animalia","Chordata","Reptilia","Squamata","Varanidae","Varanus","Varanus dumerilii",NA,1,0,0,"-",0,0,0,NA,0,0,NA,"-",1,0,1,1,1,-1,-1,-1,-1,4.23261845384735,16.44,-1,-1,16,-1,988,-1,128.4,-1
"1363",3627,"Animalia","Chordata","Aves","Passeriformes","Cotingidae","Querula","Querula purpurata",NA,4,0,0,"-",0,0,0,NA,0,0,NA,"-",4,0,4,1,0.5,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,105.05,-1,-1,-1
"1364",3624,"Animalia","Chordata","Amphibia","Anura","Pyxicephalidae","Pyxicephalus","Pyxicephalus adspersus",NA,10,1,0.1,"-",2,1,0.1,1,0,0,0,"-",11,2,10,10,0.316227766,-1,-1,-1,-1,17.8007318152459,-1,-1,-1,-1,-1,-1,-1,540,-1
"1365",2026,"Animalia","Chordata","Reptilia","Squamata","Agamidae","Gonocephalus","Gonocephalus bornensis",NA,2,0,0,"-",0,0,0,NA,0,0,NA,"-",2,0,2,1,0.707106781,-1,-1,-1,-1,1,-1,3.5,-1,1.02,-1,31.56,-1,-1,-1
"1366",573,"Animalia","Chordata","Aves","Strigiformes","Strigidae","Athene","Athene cunicularia","Burrowing owl",24,5,0.208333333,"-",6,4,0.166666667,0.833333333,1,0.041666667,0.166666667,"-",25,6,24,12,0.204124145,11.9986850756082,11.9986850756082,0.920447074293228,-1,36.5,-1,1.5,-1,8.9,-1,150,-1,132,-1
"1367",1483,"Animalia","Chordata","Amphibia","Anura","Craugastoridae","Craugastor","Craugastor alfredi",NA,1,0,0,"-",0,0,0,NA,0,0,NA,"-",1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1368",3050,"Animalia","Chordata","Reptilia","Squamata","Viperidae","Ophryacus","Ophryacus undulatus",NA,1,0,0,"-",0,0,0,NA,0,0,NA,"-",1,0,1,1,1,-1,-1,-1,-1,5.89402008993697,-1,-1,-1,-1,-1,-1,-1,178.8,-1
"1369",114,"Animalia","Chordata","Amphibia","Anura","Hylidae","Agalychnis","Agalychnis saltator",NA,2,0,0,"-",0,0,0,NA,0,0,NA,"-",2,0,2,2,0.707106781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1370",4528,"Animalia","Chordata","Reptilia","Squamata","Polychrotidae","Xiphosurus","Xiphosurus cuvieri",NA,7,1,0.142857143,"-",1,1,0.142857143,1,0,0,0,"-",7,1,7,4,0.377964473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1371",19667,"Animalia","Arhynchobdellida","Hirudiniformes","Hirudinidae","Hirudinariinae","Hirudo","Hirudo medicinalis","Medicinal Leech",14,0,0,"-",0,0,0,NA,0,0,NA,"-",14,0,14,1,0.267261242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1372",3287,"Animalia","Chordata","Reptilia","Testudines","Chelidae","Phrynops","Phrynops hilarii",NA,1,0,0,"-",0,0,0,NA,0,0,NA,"-",1,0,1,1,1,-1,1.1439842209073,1.232741617357,-1,34.8,-1,18,-1,-1,-1,-1,-1,448.8,-1
"1373",803,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bubalus","Bubalus mindorensis",NA,2,0,0,"-",0,0,0,NA,0,0,NA,"-",2,0,2,2,0.707106781,24.8241288625904,24.8241288625904,9.86193293885601,-1,75.515,-1,0.5,36,-1,-1,240000,-1,336,-1
"1374",1363,"Animalia","Chordata","Aves","Passeriformes","Fringillidae","Coccothraustes","Coccothraustes vespertinaus",NA,2,0,0,"-",0,0,0,NA,0,0,NA,"-",2,0,2,2,0.707106781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1375",297,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","Anas gibberifrons",NA,1,0,0,"-",0,0,0,NA,0,0,NA,"-",1,0,1,1,1,-1,-1,-1,-1,6.75768522483958,7.95,-1,-1,-1,-1,481.75,-1,204.99999996,-1
"1376",268,"Animalia","Chordata","Amphibia","Caudata","Amphiumidae","Amphiuma","Amphiuma means",NA,1,0,0,"-",0,0,0,NA,0,0,NA,"-",1,0,1,1,1,47.9947403024326,35.9960552268245,4.93096646942801,-1,127.75,200,-1,-1,-1,-1,200.967,-1,324,-1
"1377",3700,"Animalia","Chordata","Aves","Passeriformes","Cotingidae","Rupicola","Rupicola rupicola",NA,2,1,0.5,"-",1,1,0.5,1,0,0,0,"-",2,1,2,1,0.707106781,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,195,-1,-1,-1
"1378",19668,"Animalia","Actiniaria","Nyantheae","Thenaria","Stichodactylidae","Heteractis","Heteractis crispa","Bubble Anemone",2,0,0,"-",0,0,0,NA,0,0,NA,"-",2,0,2,1,0.707106781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1379",19687,"Animalia","Acanthopterygii","Perciformes","Perciformes","Chaetodontidae","Chaetodon","Chaetodon guttatissimus","Dot dash butterfly fish",1,0,0,"-",0,0,0,NA,0,0,NA,"-",1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1380",3443,"Animalia","Chordata","Mammalia","Primates","Hominidae","Pongo","Pongo abelii","Oranguatan",17,4,0.235294118,"-",4,2,0.117647059,0.5,2,0.117647059,0.5,"-",17,4,17,10,0.242535625,96.5420775805391,83.9907955292571,8.52794214332676,35.7922419460881,35.7922419460881,1.14,0.22,4.683778234,1671.93,11000,53408.29,-1,720,-1
"1381",3392,"Animalia","Chordata","Reptilia","Testudines","Podocnemididae","Podocnemis","Podocnemis expansa","Arrau Turtle",11,0,0,"-",0,0,0,NA,0,0,NA,"-",11,0,11,6,0.301511345,-1,1.0733070348455,1.64365548980934,-1,32.65,-1,91.5,-1,-1,27.9,-1,-1,303.6,-1
"1382",954,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Naemorhedus","Capricornis crispus",NA,3,1,0.333333333,"-",1,1,0.333333333,1,0,0,0,"-",3,1,3,2,0.577350269,35.9960552268245,35.9960552268245,7.06771860618014,1.94838921761999,1.94838921761999,-1,0.83,18.01,3510.5,-1,80000,-1,288,-1
"1383",3350,"Animalia","Chordata","Aves","Passeriformes","Corvidae","Cyanocorax","Platylophus galericulatus",NA,1,0,0,"-",0,0,0,NA,0,0,NA,"-",1,0,1,1,1,-1,-1,-1,-1,1,1.4,-1,-1,-1,-1,77.9,-1,-1,-1
"1384",3013,"Animalia","Chordata","Aves","Galliformes","Numididae","Numida","Numida meleagris","Guinea Fowl",54,9,0.166666667,"-",8,6,0.111111111,0.75,2,0.037037037,0.25,"-",54,9,54,10,0.136082763,-1,-1,0.887573964497041,-1,1,8.75,-1,-1,24.5,-1,1299,-1,-1,-1
"1385",736,"Animalia","Chordata","Reptilia","Squamata","Viperidae","Bothriechis","Bothriechis rowleyi",NA,1,0,0,"-",0,0,0,NA,0,0,NA,"-",1,0,1,1,1,-1,-1,-1,-1,5.06331927189216,-1,-1,-1,-1,-1,-1,-1,153.6,-1
"1386",58,"Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Acerodon","Acerodon jubatus",NA,1,0,0,"-",0,0,0,NA,0,0,NA,"-",1,0,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1087.04,-1,-1,-1
"1387",127,"Animalia","Chordata","Reptilia","Squamata","Viperidae","Agkistrodon","Agkistrodon taylori",NA,9,1,0.111111111,"-",1,1,0.111111111,1,0,0,0,"-",9,1,9,7,0.333333333,-1,-1,-1,-1,9.61239518023277,-1,-1,-1,-1,-1,-1,-1,291.6,-1
"1388",2697,"Animalia","Chordata","Mammalia","Diprotodontia","Macropodidae","Macropus","Macropus giganteus",NA,4,1,0.25,"-",1,1,0.25,1,0,0,0,"-",4,1,4,3,0.5,21.0059171597633,42.4063116370809,1.18343195266272,10.4865220249836,10.4865220249836,-1,-1,11.24,0.89867,4000,49500,0.0066,300,-1
"1389",2152,"Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Harengula","Harengula jaguana",NA,3,0,0,"-",0,0,0,NA,0,0,NA,"-",3,0,3,1,0.577350269,11.9986850756082,11.9986850756082,-1,-1,36.5,-1,-1,-1,-1,-1,-1,-1,-1,-1
"1390",1216,"Animalia","Chordata","Reptilia","Testudines","Testudinidae","Chersina","Chersina angulata",NA,1,0,0,"-",0,0,0,NA,0,0,NA,"-",1,0,1,1,1,-1,0.387902695595003,0.387902695595003,-1,11.8,-1,-1,-1,-1,-1,3.083838384,-1,8580,-1
"1391",2172,"Animalia","Chordata","Aves","Passeriformes","Fringillidae","Hemignathus","Hemignathus flavus",NA,4,0,0,"-",0,0,0,NA,0,0,NA,"-",4,0,4,2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1392",154,"Animalia","Chordata","Aves","Columbiformes","Columbidae","Alectroenas","Alectroenas nitidissimus",NA,1,0,0,"-",0,0,0,NA,0,0,NA,"-",1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1393",4179,"Animalia","Chordata","Reptilia","Squamata","Scincidae","Tiliqua","Tiliqua rugosa","Shingleback Skink",13,3,0.230769231,"-",3,2,0.153846154,0.666666667,1,0.076923077,0.333333333,"-",13,3,13,7,0.277350098,-1,-1,-1,-1,1,-1,-1,-1,617,35,-1,-1,-1,-1
"1394",12436,"Animalia","Chordata","Amphibia","Caudata","Salamandridae","Lissotriton","Lissotriton vulgaris","Smooth newt",9,0,0,"-",0,0,0,NA,0,0,NA,"-",9,0,9,1,0.333333333,35.9960552268245,23.9973701512163,-1,-1,91.25,180,-1,-1,-1,-1,-1,-1,240,-1
"1395",19748,"Animalia","Acanthopterygii","Atheriniformes","Atherinoidei","Melanotaeniidae","Glossolepis","Glossolepis dorityi","Rainbowfish",5,2,0.4,"-",2,0,0,0,2,0.4,1,"-",5,2,5,1,0.447213595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1396",2203,"Animalia","Chordata","Actinopterygii","Perciformes","Chaetodontidae","Heniochus","Heniochus varius",NA,1,0,0,"-",0,0,0,NA,0,0,NA,"-",1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1397",19632,"Animalia","Teleostei","Ostariophysi","Characiformes","Characidae","Paracheirodon","Paracheirodon innesi","Neon Tetra",18,0,0,"-",0,0,0,NA,0,0,NA,"-",18,0,18,1,0.23570226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1398",1348,"Animalia","Chordata","Aves","Passeriformes","Zosteropidae","Cleptornis","Cleptornis marchei",NA,1,0,0,"-",0,0,0,NA,0,0,NA,"-",1,0,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,20.2,-1,-1,-1
"1399",3922,"Animalia","Chordata","Aves","Sphenisciformes","Spheniscidae","Spheniscus","Spheniscus demersus","Black-footed Penguin",210,0,0,"-",0,0,0,NA,0,0,NA,"-",210,0,210,8,0.069006556,23.8966469428008,-1,-1,-1,726.936,-1,1.5,-1,60,-1,3135,-1,327.6,-1
"1400",1012,"Animalia","Chordata","Aves","Passeriformes","Cardinalidae","Caryothraustes","Caryothraustes canadensis",NA,1,0,0,"-",0,0,0,NA,0,0,NA,"-",1,0,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,34,-1,-1,-1
"1401",249,"Animalia","Chordata","Actinopterygii","Cichliformes","Cichlidae","Amphilophus","Amphilophus labiatus",NA,3,1,0.333333333,"-",1,0,0,0,1,0.333333333,1,"-",3,1,3,2,0.577350269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1402",70,"Animalia","Chordata","Mammalia","Rodentia","Muridae","Acomys","Acomys cahirinus","Arabian Spiny Mouse",16,4,0.25,"-",9,3,0.1875,0.888888889,1,0.0625,0.111111111,"-",21,9,16,6,0.25,1.90664036817883,1.93951347797502,1.2491781722551,0.460223537146614,0.460223537146614,2.43,3.5,1.12,5.27,15.16,45.2,0.0147,70.8,-1
"1403",1862,"Animalia","Chordata","Aves","Gruiformes","Otididae","Eupodotis","Eupodotis senegalensis",NA,3,0,0,"-",0,0,0,NA,0,0,NA,"-",3,0,3,2,0.577350269,-1,-1,-1,-1,1,1.7,-1,-1,-1,-1,775,-1,-1,-1
