"","n","min","model","pval","simslope","slope"
"x",47,1,"PGLSSEY",0.94,0,-3.25373093957169e-09
"x1",47,1,"PGLSSEYOPTIM",0.73,0,1.36900700104021e-08
"1",47,1,"Compar",0.0144103799795969,0,3.67593905235798e-07
"x2",46,1,"PGLSSEY",0.82,0,-2.60598536192001e-08
"x11",46,1,"PGLSSEYOPTIM",0.37,0,-1.07415217568772e-07
"11",46,1,"Compar",0.231818617757417,0,-6.09674266823439e-07
"x3",49,1,"PGLSSEY",0.49,0,2.85278140525536e-08
"x12",49,1,"PGLSSEYOPTIM",0.16,0,5.75835691893105e-08
"12",49,1,"Compar",0.259031034292232,0,1.44819826385429e-07
"x4",47,1,"PGLSSEY",0.84,0,-1.09110700899297e-08
"x13",47,1,"PGLSSEYOPTIM",0.45,0,4.18384207447014e-08
"13",47,1,"Compar",0.0048497836132253,0,6.44821294969432e-07
"x5",42,1,"PGLSSEY",0.85,0,-6.6627269741944e-09
"x14",42,1,"PGLSSEYOPTIM",0.85,0,7.01223248181423e-09
"14",42,1,"Compar",0.168309685746368,0,1.95296603210738e-07
"x6",48,1,"PGLSSEY",0.49,0,2.8208170376566e-08
"x15",48,1,"PGLSSEYOPTIM",0.9,0,-4.58964081655015e-09
"15",48,1,"Compar",0.608060557743469,0,-6.11888994009815e-08
"x7",50,1,"PGLSSEY",0.85,0,2.23522616276139e-08
"x16",50,1,"PGLSSEYOPTIM",0.88,0,1.90434570773828e-08
"16",50,1,"Compar",0.00178931546686645,0,1.44254465018669e-06
"x8",43,1,"PGLSSEY",0.86,0,-1.99671589020032e-08
"x17",43,1,"PGLSSEYOPTIM",0.67,0,-4.83258081033058e-08
"17",43,1,"Compar",0.16264718464039,0,-5.64325061108843e-07
"x9",43,1,"PGLSSEY",0.98,0,4.214230969322e-09
"x18",43,1,"PGLSSEYOPTIM",0.95,0,9.29464562803164e-09
"18",43,1,"Compar",0.316331189544353,0,-5.55667247721362e-07
"x10",49,1,"PGLSSEY",0.85,0,1.08794641021605e-07
"x19",49,1,"PGLSSEYOPTIM",0.93,0,-5.15649963436275e-08
"19",49,1,"Compar",0.613109300939715,0,1.09537967393133e-06
"x20",44,1,"PGLSSEY",0.92,0,1.13041737797314e-08
"x110",44,1,"PGLSSEYOPTIM",0.86,0,-2.09900327412577e-08
"110",44,1,"Compar",0.586644976604014,0,-2.10781299762546e-07
"x21",46,1,"PGLSSEY",0.97,0,5.74848665258992e-09
"x111",46,1,"PGLSSEYOPTIM",0.87,0,2.83554868839951e-08
"111",46,1,"Compar",0.81548024121583,0,-1.26427788207137e-07
"x22",48,1,"PGLSSEY",0.82,0,-1.21585815630515e-08
"x112",48,1,"PGLSSEYOPTIM",0.67,0,2.40218635399545e-08
"112",48,1,"Compar",0.0495954820788826,0,4.3039415875402e-07
"x23",47,1,"PGLSSEY",0.63,0,-3.70649879696975e-08
"x113",47,1,"PGLSSEYOPTIM",0.85,0,-1.40035450678631e-08
"113",47,1,"Compar",0.605660624512316,0,-1.31710175490603e-07
"x24",45,1,"PGLSSEY",0.91,0,5.75610481572715e-08
"x114",45,1,"PGLSSEYOPTIM",0.09,0,8.97464414653478e-07
"114",45,1,"Compar",0.00509950073583765,0,5.80843971037959e-06
"x25",45,1,"PGLSSEY",0.99,0,5.5314668599883e-09
"x115",45,1,"PGLSSEYOPTIM",0.9,0,4.39934450613513e-08
"115",NA,NA,"Compar",NA,NA,NA
"x26",43,1,"PGLSSEY",0.95,0,1.45654586616379e-08
"x116",43,1,"PGLSSEYOPTIM",0.84,0,4.8529666689112e-08
"116",43,1,"Compar",0.489386345180383,0,5.29526710568295e-07
"x27",42,1,"PGLSSEY",0.61,0,-1.0730937841227e-07
"x117",42,1,"PGLSSEYOPTIM",0.92,0,-2.10925486962061e-08
"117",42,1,"Compar",0.904788731634119,0,8.30167102063844e-08
"x28",47,1,"PGLSSEY",0.91,0,-5.36085246402833e-08
"x118",47,1,"PGLSSEYOPTIM",0.61,0,2.48102003707346e-07
"118",47,1,"Compar",0.621023396491464,0,8.01583358705185e-07
"x29",47,1,"PGLSSEY",0.7,0,1.92769305643093e-08
"x119",47,1,"PGLSSEYOPTIM",0.25,0,5.61367545005281e-08
"119",47,1,"Compar",0.20667351262852,0,2.43105852161561e-07
"x30",50,1,"PGLSSEY",0.98,0,7.03061044525809e-09
"x120",50,1,"PGLSSEYOPTIM",0.68,0,-1.17047605688665e-07
"120",50,1,"Compar",0.0308502104085635,0,-2.32375021092456e-06
"x31",46,1,"PGLSSEY",0.8,0,1.94963878384063e-08
"x121",46,1,"PGLSSEYOPTIM",0.84,0,-1.83939690729124e-08
"121",46,1,"Compar",0.245690630472038,0,-4.06951272999464e-07
"x32",50,1,"PGLSSEY",0.98,0,7.03061044525809e-09
"x122",50,1,"PGLSSEYOPTIM",0.68,0,-1.17047605688665e-07
"122",50,1,"Compar",0.0308502104085635,0,-2.32375021092456e-06
"x33",43,1,"PGLSSEY",0.41,0,2.94287090745577e-08
"x123",43,1,"PGLSSEYOPTIM",0.3,0,3.96888628179158e-08
"123",43,1,"Compar",0.153279514968974,0,2.02808016515122e-07
"x34",40,1,"PGLSSEY",0.68,0,1.168200262376e-07
"x124",40,1,"PGLSSEYOPTIM",0.25,0,2.99975175121727e-07
"124",40,1,"Compar",0.216589918081394,0,1.04257082143365e-06
"x35",46,1,"PGLSSEY",0.81,0,1.92018967487426e-08
"x125",46,1,"PGLSSEYOPTIM",0.75,0,2.61393647994706e-08
"125",46,1,"Compar",0.101279140446515,0,-4.77981879276042e-07
"x36",44,1,"PGLSSEY",0.62,0,1.42558495798892e-07
"x126",44,1,"PGLSSEYOPTIM",0.64,0,1.37391412507597e-07
"126",44,1,"Compar",0.301940058397581,0,-1.16595789085856e-06
"x37",47,1,"PGLSSEY",0.71,0,-1.02251622166309e-07
"x127",47,1,"PGLSSEYOPTIM",0.75,0,9.50031564634733e-08
"127",47,1,"Compar",0.12873786673094,0,1.81651216825769e-06
"x38",47,1,"PGLSSEY",0.85,0,-2.49095773263553e-08
"x128",47,1,"PGLSSEYOPTIM",0.44,0,-9.78763206179694e-08
"128",47,1,"Compar",0.022257455725796,0,-1.04056840870724e-06
"x39",47,1,"PGLSSEY",0.78,0,-7.01009117827059e-08
"x129",47,1,"PGLSSEYOPTIM",0.26,0,-2.90884410155788e-07
"129",47,1,"Compar",0.0395809686135542,0,-2.10452362370246e-06
"x40",47,1,"PGLSSEY",0.6,0,2.41313175509484e-08
"x130",47,1,"PGLSSEYOPTIM",0.65,0,2.22811749833555e-08
"130",47,1,"Compar",0.185249425381609,0,-2.49224284810742e-07
"x41",44,1,"PGLSSEY",0.5,0,-3.25729992306387e-08
"x131",44,1,"PGLSSEYOPTIM",0.52,0,-3.18265373762318e-08
"131",44,1,"Compar",0.1741239744598,0,-2.4901740747902e-07
"x42",44,1,"PGLSSEY",0.76,0,-6.66326312216122e-08
"x132",44,1,"PGLSSEYOPTIM",0.49,0,-1.54329378823636e-07
"132",44,1,"Compar",0.382612310685343,0,-6.75664725837706e-07
"x43",43,1,"PGLSSEY",0.84,0,5.52825345681964e-08
"x133",43,1,"PGLSSEYOPTIM",0.31,0,2.65540303673394e-07
"133",43,1,"Compar",0.553896696006521,0,-5.60357354939022e-07
"x44",47,1,"PGLSSEY",0.71,0,-1.79312907075972e-07
"x134",47,1,"PGLSSEYOPTIM",0.91,0,5.81650645603254e-08
"134",47,1,"Compar",0.215177825838055,0,-2.24647206569796e-06
"x45",48,1,"PGLSSEY",0.78,0,-3.72334168433926e-08
"x135",48,1,"PGLSSEYOPTIM",0.72,0,-4.62668686209069e-08
"135",48,1,"Compar",0.142438512845411,0,-5.87360793728076e-07
"x46",50,1,"PGLSSEY",0.78,0,-1.23460170412886e-08
"x136",50,1,"PGLSSEYOPTIM",0.63,0,-2.1897203577705e-08
"136",50,1,"Compar",0.271480483558397,0,1.74794692241429e-07
"x47",48,1,"PGLSSEY",0.7,0,-9.18935354700922e-08
"x137",48,1,"PGLSSEYOPTIM",0.71,0,-8.86509518361134e-08
"137",48,1,"Compar",0.89890120269647,0,-1.18329477510858e-07
"x48",47,1,"PGLSSEY",0.58,0,4.33194031253237e-08
"x138",47,1,"PGLSSEYOPTIM",0.58,0,4.53842306124129e-08
"138",47,1,"Compar",0.0152223370022022,0,-7.51412341838687e-07
"x49",47,1,"PGLSSEY",0.81,0,-6.28582410163609e-08
"x139",47,1,"PGLSSEYOPTIM",0.79,0,-6.45650497677812e-08
"139",NA,NA,"Compar",NA,NA,NA
"x50",46,1,"PGLSSEY",0.62,0,-2.03595619395433e-07
"x140",46,1,"PGLSSEYOPTIM",0.76,0,1.20502174205476e-07
"140",46,1,"Compar",0.139827089410124,0,2.11118740230599e-06
"x51",47,1,"PGLSSEY",0.68,0,-8.77866145287785e-08
"x141",47,1,"PGLSSEYOPTIM",0.34,0,-1.95323772947656e-07
"141",47,1,"Compar",0.0448414984177612,0,-1.63139744208734e-06
"x52",46,1,"PGLSSEY",0.49,0,-6.03274191554417e-08
"x142",46,1,"PGLSSEYOPTIM",0.46,0,-6.06577283190965e-08
"142",46,1,"Compar",0.675431276727952,0,1.19104013978098e-07
"x53",46,1,"PGLSSEY",0.96,0,4.66279985933482e-08
"x143",46,1,"PGLSSEYOPTIM",0.34,0,8.80537720481856e-07
"143",46,1,"Compar",0.128272431083699,0,5.82366116919737e-06
"x54",44,1,"PGLSSEY",0.45,0,7.07471251473842e-08
"x144",44,1,"PGLSSEYOPTIM",0.48,0,6.05062138557571e-08
"144",44,1,"Compar",0.660511823930021,0,1.38956645610153e-07
"x55",45,1,"PGLSSEY",0.94,0,1.24165749580731e-08
"x145",45,1,"PGLSSEYOPTIM",0.11,0,-2.50780333570151e-07
"145",45,1,"Compar",0.0061386635527314,0,-2.17150684946441e-06
"x56",47,1,"PGLSSEY",0.94,0,2.50536513113877e-09
"x146",47,1,"PGLSSEYOPTIM",0.89,0,-4.45692555246323e-09
"146",47,1,"Compar",0.237980031264212,0,-1.3729924127883e-07
"x57",47,1,"PGLSSEY",0.81,0,-2.77640317943874e-08
"x147",47,1,"PGLSSEYOPTIM",0.69,0,-4.58534805806678e-08
"147",47,1,"Compar",0.0322749492503456,0,-8.51661091843448e-07
"x58",45,1,"PGLSSEY",0.87,0,-1.0111212053728e-08
"x148",45,1,"PGLSSEYOPTIM",0.49,0,-4.12797766648104e-08
"148",45,1,"Compar",0.0154077720235142,0,-5.22113658661364e-07
"x59",44,1,"PGLSSEY",0.9,0,-1.06165895841387e-08
"x149",44,1,"PGLSSEYOPTIM",0.28,0,-9.29234939254025e-08
"149",44,1,"Compar",0.000432370550885963,0,-1.56989822844948e-06
"x60",44,1,"PGLSSEY",0.92,0,1.70005886042575e-08
"x150",44,1,"PGLSSEYOPTIM",0.75,0,5.02626911138178e-08
"150",44,1,"Compar",0.0570638285161209,0,-1.09465889386315e-06
"x61",46,1,"PGLSSEY",0.97,0,2.22036241423091e-09
"x151",46,1,"PGLSSEYOPTIM",0.93,0,4.36531051105185e-09
"151",46,1,"Compar",0.203225281179636,0,2.96458489992102e-07
"x62",46,1,"PGLSSEY",0.81,0,2.45015883166642e-08
"x152",46,1,"PGLSSEYOPTIM",0.39,0,9.26042500165411e-08
"152",46,1,"Compar",0.737412396891431,0,-1.41438012153244e-07
"x63",46,1,"PGLSSEY",0.88,0,9.44447837535115e-09
"x153",46,1,"PGLSSEYOPTIM",0.79,0,-1.66597321832971e-08
"153",46,1,"Compar",0.130729634486644,0,-3.66604864129643e-07
"x64",47,1,"PGLSSEY",0.67,0,1.73436562028302e-07
"x154",47,1,"PGLSSEYOPTIM",0.96,0,-2.1978684927169e-08
"154",47,1,"Compar",0.62910368480668,0,-6.86856026561482e-07
"x65",46,1,"PGLSSEY",0.6,0,-1.15327009157084e-07
"x155",46,1,"PGLSSEYOPTIM",0.42,0,-1.75308089314439e-07
"155",46,1,"Compar",0.566417921104544,0,-4.25164017531501e-07
"x66",46,1,"PGLSSEY",0.84,0,-3.8273031573176e-08
"x156",46,1,"PGLSSEYOPTIM",0.99,0,2.01198314962503e-09
"156",46,1,"Compar",0.035119048896773,0,-1.59944563602948e-06
"x67",49,1,"PGLSSEY",0.6,0,7.08332812198491e-08
"x157",49,1,"PGLSSEYOPTIM",0.41,0,1.08736118669718e-07
"157",49,1,"Compar",0.57458357540038,0,2.38193929385867e-07
"x68",43,1,"PGLSSEY",0.68,0,2.2165917371059e-07
"x158",43,1,"PGLSSEYOPTIM",0.77,0,1.54766005604201e-07
"158",43,1,"Compar",0.0458960144059009,0,-3.86846744463649e-06
"x69",45,1,"PGLSSEY",0.62,0,-1.51109670290306e-07
"x159",45,1,"PGLSSEYOPTIM",0.53,0,-1.82974506018474e-07
"159",45,1,"Compar",0.0466534577951296,0,2.22214433838135e-06
"x70",43,1,"PGLSSEY",0.65,0,1.05415644380294e-07
"x160",43,1,"PGLSSEYOPTIM",0.88,0,3.88295458576701e-08
"160",43,1,"Compar",0.468147855809686,0,5.63102744042234e-07
"x71",47,1,"PGLSSEY",0.73,0,5.14011376980511e-08
"x161",47,1,"PGLSSEYOPTIM",0.71,0,5.53847023358279e-08
"161",47,1,"Compar",0.462619974602352,0,-3.82854266216896e-07
"x72",48,1,"PGLSSEY",0.63,0,-5.58593132523948e-08
"x162",48,1,"PGLSSEYOPTIM",0.16,0,-1.72313186504046e-07
"162",48,1,"Compar",0.0154674707681757,0,-1.29084521341648e-06
"x73",47,1,"PGLSSEY",0.26,0,1.08304628385833e-07
"x163",47,1,"PGLSSEYOPTIM",0.29,0,1.02219028203138e-07
"163",47,1,"Compar",0.00529313899143302,0,1.29166279823452e-06
"x74",48,1,"PGLSSEY",0.8,0,1.50114252405457e-08
"x164",48,1,"PGLSSEYOPTIM",0.45,0,4.62953110794951e-08
"164",48,1,"Compar",0.194020363784366,0,2.88137961588682e-07
"x75",49,1,"PGLSSEY",0.62,0,1.47032692522187e-07
"x165",49,1,"PGLSSEYOPTIM",0.75,0,9.59009423157862e-08
"165",49,1,"Compar",0.365475795199764,0,-1.07132892432561e-06
"x76",46,1,"PGLSSEY",0.76,0,-3.65243222656467e-08
"x166",46,1,"PGLSSEYOPTIM",0.77,0,-3.90429522143777e-08
"166",46,1,"Compar",0.0150270088356887,0,-1.55036786240241e-06
"x77",49,1,"PGLSSEY",0.54,0,-7.44806448971055e-08
"x167",49,1,"PGLSSEYOPTIM",0.82,0,-2.88983736132751e-08
"167",49,1,"Compar",0.739602704418921,0,1.56074513022635e-07
"x78",48,1,"PGLSSEY",0.89,0,-2.02662306530713e-08
"x168",48,1,"PGLSSEYOPTIM",0.57,0,-8.97555678736757e-08
"168",48,1,"Compar",0.0564932097179229,0,-1.19881729256404e-06
"x79",46,1,"PGLSSEY",0.68,0,-1.40587127931689e-08
"x169",46,1,"PGLSSEYOPTIM",0.27,0,-4.2686431976122e-08
"169",46,1,"Compar",0.591232297207021,0,7.16750600656965e-08
"x80",47,1,"PGLSSEY",0.96,0,-9.38227157446681e-09
"x170",47,1,"PGLSSEYOPTIM",0.82,0,3.58776934673425e-08
"170",47,1,"Compar",0.0871250399212229,0,8.87085264944066e-07
"x81",48,1,"PGLSSEY",0.86,0,-7.75248023241064e-09
"x171",48,1,"PGLSSEYOPTIM",0.63,0,-2.12021167727924e-08
"171",48,1,"Compar",0.208841983277314,0,-2.07510645195286e-07
"x82",48,1,"PGLSSEY",0.88,0,-7.60941771330153e-09
"x172",48,1,"PGLSSEYOPTIM",0.63,0,2.46570147702873e-08
"172",48,1,"Compar",0.0834399191771995,0,4.17687091775161e-07
"x83",47,1,"PGLSSEY",0.69,0,4.63310261046619e-08
"x173",47,1,"PGLSSEYOPTIM",0.79,0,3.05978783755673e-08
"173",47,1,"Compar",0.649529950067632,0,1.67347456962944e-07
"x84",44,1,"PGLSSEY",0.96,0,3.24009404803046e-09
"x174",44,1,"PGLSSEYOPTIM",0.19,0,8.87588974846666e-08
"174",44,1,"Compar",0.00567294966207244,0,8.3115937704217e-07
"x85",48,1,"PGLSSEY",0.65,0,-1.49302136476776e-07
"x175",48,1,"PGLSSEYOPTIM",0.97,0,1.09395359570849e-08
"175",48,1,"Compar",0.260087558002832,0,1.44183191093235e-06
"x86",47,1,"PGLSSEY",0.79,0,-2.42315117352035e-08
"x176",47,1,"PGLSSEYOPTIM",0.75,0,-2.9255686505525e-08
"176",47,1,"Compar",0.298450346183156,0,-3.32135798024437e-07
"x87",48,1,"PGLSSEY",0.78,0,-5.01806635888213e-08
"x177",48,1,"PGLSSEYOPTIM",0.57,0,-1.10538122520492e-07
"177",48,1,"Compar",0.932896406261487,0,6.29793203382697e-08
"x88",47,1,"PGLSSEY",0.81,0,-1.15979448523916e-08
"x178",47,1,"PGLSSEYOPTIM",0.81,0,-1.18504431303831e-08
"178",47,1,"Compar",0.567834288239945,0,1.07102637833983e-07
"x89",48,1,"PGLSSEY",0.45,0,4.12450240238756e-08
"x179",48,1,"PGLSSEYOPTIM",0.67,0,2.36382812897177e-08
"179",48,1,"Compar",0.922016247709255,0,1.98452506242475e-08
"x90",47,1,"PGLSSEY",0.52,0,-9.98294307498507e-08
"x180",47,1,"PGLSSEYOPTIM",0.8,0,-3.82011543088174e-08
"180",47,1,"Compar",0.219061687927067,0,6.94375869532732e-07
"x91",44,1,"PGLSSEY",0.51,0,-3.36252945021707e-08
"x181",44,1,"PGLSSEYOPTIM",0.56,0,-2.91860417314494e-08
"181",44,1,"Compar",0.248474122362047,0,-2.271311950675e-07
"x92",47,1,"PGLSSEY",0.8,0,-1.60359738849928e-08
"x182",47,1,"PGLSSEYOPTIM",0.38,0,-5.699574285293e-08
"182",47,1,"Compar",0.0709421177533549,0,-5.81156230406685e-07
"x93",47,1,"PGLSSEY",0.42,0,-3.33086031696927e-08
"x183",47,1,"PGLSSEYOPTIM",0.27,0,-4.65812018328699e-08
"183",47,1,"Compar",0.328605838888516,0,-1.70101446528184e-07
"x94",46,1,"PGLSSEY",0.75,0,-8.2353937304954e-08
"x184",46,1,"PGLSSEYOPTIM",0.34,0,-2.44592030083956e-07
"184",46,1,"Compar",0.0793483132640747,0,-1.71166113677563e-06
"x95",46,1,"PGLSSEY",0.7,0,-1.13583301872694e-07
"x185",46,1,"PGLSSEYOPTIM",1,0,1.37640910684785e-09
"185",46,1,"Compar",0.673673146481724,0,-4.35348529436155e-07
"x96",46,1,"PGLSSEY",0.67,0,-2.64679667168767e-07
"x186",46,1,"PGLSSEYOPTIM",0.71,0,-2.22512469739177e-07
"186",46,1,"Compar",0.432815321584672,0,1.72101924309421e-06
"x97",45,1,"PGLSSEY",0.83,0,2.43773377495351e-08
"x187",45,1,"PGLSSEYOPTIM",0.72,0,4.42011753675081e-08
"187",45,1,"Compar",0.24522878566829,0,5.19172860851162e-07
"x98",47,1,"PGLSSEY",0.93,0,3.00435764955876e-08
"x188",47,1,"PGLSSEYOPTIM",0.95,0,2.11156780427763e-08
"188",47,1,"Compar",0.32938193818603,0,-1.29991943659841e-06
"x99",46,1,"PGLSSEY",0.96,0,4.93304697000324e-09
"x189",46,1,"PGLSSEYOPTIM",0.94,0,-8.16931007683194e-09
"189",46,1,"Compar",0.488044359304846,0,-2.40030201734262e-07
"x100",49,1,"PGLSSEY",0.81,0,-5.97383886589323e-08
"x190",49,1,"PGLSSEYOPTIM",0.22,0,-2.9587752701398e-07
"190",49,1,"Compar",0.0409714671051811,0,-1.9004355438705e-06
"x101",47,1,"PGLSSEY",0.66,0,-9.60771228345953e-08
"x191",47,1,"PGLSSEYOPTIM",0.59,0,-1.18496653115631e-07
"191",47,1,"Compar",0.13795227563548,0,-1.08860079285334e-06
"x102",44,1,"PGLSSEY",0.66,0,-1.6127939575999e-08
"x192",44,1,"PGLSSEYOPTIM",0.17,0,-5.34368355913407e-08
"192",NA,NA,"Compar",NA,NA,NA
"x103",47,1,"PGLSSEY",0.69,0,6.37196793012074e-08
"x193",47,1,"PGLSSEYOPTIM",0.36,0,1.51263612236745e-07
"193",47,1,"Compar",0.0479822806018473,0,1.34220027973412e-06
"x104",48,1,"PGLSSEY",0.66,0,-8.87640880242739e-08
"x194",48,1,"PGLSSEYOPTIM",0.5,0,-1.33794113588172e-07
"194",48,1,"Compar",0.7040103829607,0,2.51561816518075e-07
"x105",47,1,"PGLSSEY",0.84,0,-2.98630267543374e-08
"x195",47,1,"PGLSSEYOPTIM",0.77,0,-4.27634346438669e-08
"195",47,1,"Compar",0.109345499099256,0,-7.36655619918102e-07
"x106",45,1,"PGLSSEY",0.88,0,1.28263526625968e-07
"x196",45,1,"PGLSSEYOPTIM",0.81,0,-2.17243430148585e-07
"196",45,1,"Compar",0.364869067816571,0,3.04657302050627e-06
"x107",41,1,"PGLSSEY",0.98,0,8.14183013199085e-10
"x197",41,1,"PGLSSEYOPTIM",0.78,0,-8.79461240524693e-09
"197",41,1,"Compar",0.00124584194254806,0,-4.30823921275509e-07
"x108",47,1,"PGLSSEY",0.8,0,1.18101442555368e-08
"x198",47,1,"PGLSSEYOPTIM",0.33,0,4.7733985172614e-08
"198",47,1,"Compar",0.00228470485767951,0,7.32684554827207e-07
"x109",45,1,"PGLSSEY",0.72,0,-7.95737269377451e-08
"x199",45,1,"PGLSSEYOPTIM",0.19,0,-2.64501374608643e-07
"199",45,1,"Compar",0.270368123881765,0,-7.73404885007364e-07
"x200",49,1,"PGLSSEY",0.73,0,-1.62619215388394e-08
"x1100",49,1,"PGLSSEYOPTIM",0.94,0,-3.25171322841967e-09
"1100",49,1,"Compar",0.00522430499119375,0,-4.42690111837034e-07
"x201",45,1,"PGLSSEY",0.92,0,-3.12311800612835e-08
"x1101",45,1,"PGLSSEYOPTIM",0.81,0,-6.88758601036487e-08
"1101",45,1,"Compar",0.180266646524349,0,-1.42165526303387e-06
"x202",48,1,"PGLSSEY",0.74,0,9.71619361423816e-08
"x1102",48,1,"PGLSSEYOPTIM",0.71,0,1.10161170168781e-07
"1102",48,1,"Compar",0.0629686568228378,0,2.16243180513818e-06
"x203",46,1,"PGLSSEY",0.89,0,1.72232642916955e-08
"x1103",46,1,"PGLSSEYOPTIM",0.45,0,-8.91012696198321e-08
"1103",46,1,"Compar",0.0112124112708809,0,-1.23425360092072e-06
"x204",49,1,"PGLSSEY",0.69,0,2.49096096250559e-08
"x1104",49,1,"PGLSSEYOPTIM",0.28,0,6.47366298470553e-08
"1104",49,1,"Compar",0.0846369939415079,0,-3.80256301482451e-07
"x205",49,1,"PGLSSEY",0.63,0,2.30936352526053e-07
"x1105",49,1,"PGLSSEYOPTIM",0.37,0,4.33711862934394e-07
"1105",49,1,"Compar",0.224518586093147,0,2.24706062692856e-06
"x206",48,1,"PGLSSEY",0.37,0,5.10295143577358e-08
"x1106",48,1,"PGLSSEYOPTIM",0.19,0,7.48955809124254e-08
"1106",48,1,"Compar",0.750509612632223,0,7.06204908198025e-08
"x207",44,1,"PGLSSEY",0.58,0,9.92071032803473e-08
"x1107",44,1,"PGLSSEYOPTIM",0.85,0,-3.50711618353738e-08
"1107",44,1,"Compar",0.866818923344865,0,1.104150608497e-07
"x208",49,1,"PGLSSEY",0.71,0,1.88361473887036e-08
"x1108",49,1,"PGLSSEYOPTIM",0.41,0,4.50101852397375e-08
"1108",49,1,"Compar",0.366796032370094,0,1.91369889766212e-07
"x209",45,1,"PGLSSEY",0.63,0,7.056877953732e-08
"x1109",45,1,"PGLSSEYOPTIM",0.38,0,1.25940654433199e-07
"1109",45,1,"Compar",0.00157402922484273,0,2.13589550180257e-06
"x210",48,1,"PGLSSEY",0.85,0,-9.80041409371759e-09
"x1110",48,1,"PGLSSEYOPTIM",0.82,0,-1.28028354781033e-08
"1110",48,1,"Compar",0.185945630562319,0,-2.80085087728942e-07
"x211",45,1,"PGLSSEY",0.92,0,-2.57287349838065e-08
"x1111",45,1,"PGLSSEYOPTIM",0.71,0,9.36184862364679e-08
"1111",45,1,"Compar",0.795290443829366,0,2.08485435349384e-07
"x212",47,1,"PGLSSEY",0.53,0,2.01477905637933e-07
"x1112",47,1,"PGLSSEYOPTIM",0.5,0,2.14391219223847e-07
"1112",47,1,"Compar",0.259588672218028,0,1.35647361861207e-06
"x213",47,1,"PGLSSEY",0.76,0,8.04132790344502e-08
"x1113",47,1,"PGLSSEYOPTIM",0.58,0,1.40915926381733e-07
"1113",47,1,"Compar",0.0891623188067705,0,1.55554001496022e-06
"x214",48,1,"PGLSSEY",0.8,0,-3.99352224615819e-08
"x1114",48,1,"PGLSSEYOPTIM",0.8,0,-4.05190635453389e-08
"1114",48,1,"Compar",0.797798282938379,0,1.39287238189755e-07
"x215",47,1,"PGLSSEY",0.92,0,1.85444546228893e-08
"x1115",47,1,"PGLSSEYOPTIM",0.69,0,-7.85321531014484e-08
"1115",47,1,"Compar",0.340867309843184,0,6.99423561072451e-07
"x216",47,1,"PGLSSEY",0.99,0,4.4122313513179e-10
"x1116",47,1,"PGLSSEYOPTIM",0.62,0,2.87353248608413e-08
"1116",47,1,"Compar",0.000195443174133558,0,1.28295923877893e-06
"x217",44,1,"PGLSSEY",0.56,0,-4.9808172022171e-08
"x1117",44,1,"PGLSSEYOPTIM",0.63,0,-3.7916273433928e-08
"1117",44,1,"Compar",0.20121318600718,0,-4.08457342531108e-07
"x218",48,1,"PGLSSEY",0.95,0,-2.4236471605534e-08
"x1118",48,1,"PGLSSEYOPTIM",0.98,0,-9.63430559853292e-09
"1118",48,1,"Compar",0.843649932097053,0,-2.43228842417264e-07
"x219",49,1,"PGLSSEY",0.87,0,-4.46747438663067e-08
"x1119",49,1,"PGLSSEYOPTIM",0.69,0,1.09616920496389e-07
"1119",49,1,"Compar",0.0198130034807593,0,2.5206975371019e-06
"x220",47,1,"PGLSSEY",0.7,0,-1.01295978169964e-07
"x1120",47,1,"PGLSSEYOPTIM",0.94,0,-1.86359986832208e-08
"1120",47,1,"Compar",0.421450590895268,0,-7.86208991316431e-07
"x221",46,1,"PGLSSEY",0.84,0,7.22944842858766e-08
"x1121",46,1,"PGLSSEYOPTIM",0.66,0,1.53967515174328e-07
"1121",46,1,"Compar",0.082499207819901,0,2.29225600783267e-06
"x222",46,1,"PGLSSEY",0.99,0,9.46070850458468e-10
"x1122",46,1,"PGLSSEYOPTIM",0.8,0,1.3389213221656e-08
"1122",46,1,"Compar",0.682094913075726,0,9.07556021637327e-08
"x223",45,1,"PGLSSEY",0.91,0,1.34426258084446e-08
"x1123",45,1,"PGLSSEYOPTIM",0.76,0,-3.64809352896028e-08
"1123",45,1,"Compar",0.0086282362672272,0,-1.15483835345821e-06
"x224",46,1,"PGLSSEY",0.98,0,2.56791545481286e-09
"x1124",46,1,"PGLSSEYOPTIM",0.83,0,-2.32866613587642e-08
"1124",46,1,"Compar",0.394830915314277,0,-2.8337398253197e-07
"x225",46,1,"PGLSSEY",0.62,0,-1.33382792130172e-07
"x1125",46,1,"PGLSSEYOPTIM",0.81,0,-6.74294888438446e-08
"1125",46,1,"Compar",0.00989060539047704,0,-2.71840384902847e-06
"x226",49,1,"PGLSSEY",0.9,0,2.79241882320938e-08
"x1126",49,1,"PGLSSEYOPTIM",0.58,0,1.21011854275632e-07
"1126",49,1,"Compar",0.145406307832104,0,1.20832062316882e-06
"x227",49,1,"PGLSSEY",0.63,0,2.0410924700819e-08
"x1127",49,1,"PGLSSEYOPTIM",0.38,0,3.82015913611566e-08
"1127",49,1,"Compar",0.502490647735823,0,-1.13589075057417e-07
"x228",47,1,"PGLSSEY",0.78,0,-1.17809042428444e-07
"x1128",47,1,"PGLSSEYOPTIM",0.33,0,-3.92345708414221e-07
"1128",47,1,"Compar",0.000403955796914435,0,-7.40546579437231e-06
"x229",47,1,"PGLSSEY",0.87,0,-1.79892570518855e-08
