"","n","min","model","pval","simslope","slope"
"x2132",48,5,"PGLSSEY",0.68,0,3.49031944077143e-08
"x11132",48,5,"PGLSSEYOPTIM",0.28,0,8.60957597407916e-08
"11132",48,5,"Compar",0.138973257823658,0,-4.26517742961638e-07
"x2133",47,5,"PGLSSEY",0.42,0,-4.14400266750292e-08
"x11133",47,5,"PGLSSEYOPTIM",0.45,0,-3.88616750983634e-08
"11133",47,5,"Compar",0.0143889244726427,0,-4.79577007706613e-07
"x2134",48,5,"PGLSSEY",0.94,0,-3.57645988572649e-09
"x11134",48,5,"PGLSSEYOPTIM",0.84,0,-9.78931170829739e-09
"11134",48,5,"Compar",0.644210611391214,0,7.41965439816949e-08
"x2135",46,5,"PGLSSEY",0.53,0,-2.42854853540863e-08
"x11135",46,5,"PGLSSEYOPTIM",0.48,0,-2.83565168988039e-08
"11135",46,5,"Compar",0.128439705367813,0,-2.20941643696193e-07
"x2136",49,5,"PGLSSEY",0.68,0,5.28981072580495e-08
"x11136",49,5,"PGLSSEYOPTIM",0.89,0,1.73414596904833e-08
"11136",49,5,"Compar",0.0217814453711349,0,-1.23974877772665e-06
"x2137",49,5,"PGLSSEY",0.96,0,-1.08275040899768e-08
"x11137",49,5,"PGLSSEYOPTIM",0.9,0,2.79707894704401e-08
"11137",49,5,"Compar",0.38753265304345,0,-6.82852573188131e-07
"x2138",47,5,"PGLSSEY",0.99,0,7.61396233275328e-09
"x11138",47,5,"PGLSSEYOPTIM",1,0,2.54188669540597e-09
"11138",47,5,"Compar",0.0693956565504699,0,2.53007928958819e-06
"x2139",47,5,"PGLSSEY",0.63,0,-1.00043629635218e-07
"x11139",47,5,"PGLSSEYOPTIM",0.78,0,-5.82199273271117e-08
"11139",47,5,"Compar",0.907879892943394,0,8.71505226806144e-08
"x2140",48,5,"PGLSSEY",0.68,0,1.67277633214876e-07
"x11140",48,5,"PGLSSEYOPTIM",0.98,0,1.12641501824161e-08
"11140",48,5,"Compar",0.00474836079440832,0,-5.81223552378537e-06
"x2141",48,5,"PGLSSEY",0.98,0,1.48587052179044e-09
"x11141",48,5,"PGLSSEYOPTIM",0.96,0,2.95057124754932e-09
"11141",48,5,"Compar",0.626428692835127,0,9.30597049285177e-08
"x2142",45,5,"PGLSSEY",0.88,0,-2.53849723734226e-08
"x11142",45,5,"PGLSSEYOPTIM",0.75,0,-5.62333650252056e-08
"11142",45,5,"Compar",0.0327778615333094,0,-1.55862474787085e-06
"x2143",46,5,"PGLSSEY",0.9,0,-7.63426069050816e-08
"x11143",46,5,"PGLSSEYOPTIM",0.67,0,-2.47315085460984e-07
"11143",46,5,"Compar",0.105515404799428,0,-3.61240468854919e-06
"x2144",47,5,"PGLSSEY",0.87,0,4.20038809937544e-08
"x11144",47,5,"PGLSSEYOPTIM",0.97,0,9.65927010769646e-09
"11144",47,5,"Compar",0.205981881814396,0,1.03630163055973e-06
"x2145",44,5,"PGLSSEY",0.52,0,1.65151020416371e-07
"x11145",44,5,"PGLSSEYOPTIM",0.93,0,2.44672999964223e-08
"11145",44,5,"Compar",0.0141390430326997,0,2.85434720845885e-06
"x2146",45,5,"PGLSSEY",0.76,0,-2.33328778871124e-07
"x11146",45,5,"PGLSSEYOPTIM",0.62,0,-3.91040796367363e-07
"11146",45,5,"Compar",0.398297796597884,0,2.17359882781865e-06
"x2147",47,5,"PGLSSEY",0.93,0,-2.478215489165e-08
"x11147",47,5,"PGLSSEYOPTIM",0.98,0,-8.75936018580294e-09
"11147",47,5,"Compar",0.0156512133759095,0,-2.58832866454248e-06
"x2148",44,5,"PGLSSEY",0.96,0,1.20981856063294e-08
"x11148",44,5,"PGLSSEYOPTIM",0.82,0,-5.41738000372093e-08
"11148",44,5,"Compar",0.083625259823086,0,-1.39585239809064e-06
"x2149",48,5,"PGLSSEY",0.7,0,1.25272894796303e-07
"x11149",48,5,"PGLSSEYOPTIM",0.66,0,1.43389669165448e-07
"11149",48,5,"Compar",0.724656131590175,0,3.61899571684296e-07
"x2150",49,5,"PGLSSEY",0.85,0,1.41540245954906e-08
"x11150",49,5,"PGLSSEYOPTIM",0.68,0,3.1015468928655e-08
"11150",49,5,"Compar",0.273453523312743,0,2.75056324976414e-07
"x2151",48,5,"PGLSSEY",0.71,0,7.4137792979814e-08
"x11151",48,5,"PGLSSEYOPTIM",0.88,0,-2.92763908784337e-08
"11151",48,5,"Compar",0.648505784209724,0,3.3142772681092e-07
"x2152",47,5,"PGLSSEY",0.92,0,2.45318401652056e-08
"x11152",47,5,"PGLSSEYOPTIM",0.9,0,3.00207089819887e-08
"11152",47,5,"Compar",0.43233647126918,0,6.98867300798254e-07
"x2153",48,5,"PGLSSEY",0.56,0,1.00549174546183e-07
"x11153",48,5,"PGLSSEYOPTIM",0.47,0,1.24382638252675e-07
"11153",48,5,"Compar",0.491288711072286,0,3.92110148780921e-07
"x2154",47,5,"PGLSSEY",0.8,0,1.07847026568265e-07
"x11154",47,5,"PGLSSEYOPTIM",0.82,0,9.47738643893817e-08
"11154",47,5,"Compar",0.290414943571981,0,1.51721261926268e-06
"x2155",47,5,"PGLSSEY",0.68,0,2.85932160355273e-08
"x11155",47,5,"PGLSSEYOPTIM",0.83,0,1.47556570366825e-08
"11155",47,5,"Compar",0.0241051642661496,0,6.26709015381391e-07
"x2156",44,5,"PGLSSEY",0.95,0,8.46698990842314e-09
"x11156",44,5,"PGLSSEYOPTIM",0.89,0,1.81695239365339e-08
"11156",44,5,"Compar",0.724104747067856,0,1.33886981127923e-07
"x2157",43,5,"PGLSSEY",0.36,0,5.80865437368723e-07
"x11157",43,5,"PGLSSEYOPTIM",0.24,0,6.8318951134768e-07
"11157",43,5,"Compar",0.100994452215604,0,-4.14467150722779e-06
"x2158",48,5,"PGLSSEY",0.49,0,5.71289567951242e-07
"x11158",48,5,"PGLSSEYOPTIM",0.67,0,3.56052359204454e-07
"11158",48,5,"Compar",0.0240816606992256,0,-7.63977644449249e-06
"x2159",48,5,"PGLSSEY",0.77,0,-1.73062468527056e-08
"x11159",48,5,"PGLSSEYOPTIM",0.85,0,-1.1139354780619e-08
"11159",48,5,"Compar",0.0643417482938338,0,4.36581763182689e-07
"x2160",44,5,"PGLSSEY",0.71,0,1.97371090126689e-07
"x11160",44,5,"PGLSSEYOPTIM",0.78,0,1.49336036785666e-07
"11160",44,5,"Compar",0.155345388637179,0,2.9436715844972e-06
"x2161",50,5,"PGLSSEY",0.94,0,1.21474116004972e-08
"x11161",50,5,"PGLSSEYOPTIM",0.96,0,7.41014222637486e-09
"11161",50,5,"Compar",0.593851834725649,0,3.01999577497653e-07
"x2162",44,5,"PGLSSEY",0.58,0,3.24644385348896e-08
"x11162",44,5,"PGLSSEYOPTIM",0.98,0,1.73336785204486e-09
"11162",44,5,"Compar",0.381469483799818,0,1.89767669419183e-07
"x2163",47,5,"PGLSSEY",0.68,0,-1.5666517365753e-08
"x11163",47,5,"PGLSSEYOPTIM",0.46,0,-2.70848428785561e-08
"11163",47,5,"Compar",0.0329257175062012,0,-2.73095334939064e-07
"x2164",46,5,"PGLSSEY",0.49,0,1.17979539924794e-07
"x11164",46,5,"PGLSSEYOPTIM",0.43,0,1.45000746728656e-07
"11164",46,5,"Compar",0.234745789583929,0,8.35231169685949e-07
"x2165",46,5,"PGLSSEY",0.83,0,5.55031481158147e-08
"x11165",46,5,"PGLSSEYOPTIM",0.84,0,5.19069325552848e-08
"11165",46,5,"Compar",0.38633679331939,0,8.15719932168077e-07
"x2166",46,5,"PGLSSEY",0.81,0,5.51461738482675e-08
"x11166",46,5,"PGLSSEYOPTIM",0.6,0,1.16905414895182e-07
"11166",46,5,"Compar",0.00212808981787527,0,2.9879997021197e-06
"x2167",44,5,"PGLSSEY",0.67,0,-5.16132776443219e-08
"x11167",44,5,"PGLSSEYOPTIM",0.98,0,2.44396749433448e-09
"11167",44,5,"Compar",0.56200972715201,0,2.49195384964692e-07
"x2168",47,5,"PGLSSEY",0.79,0,-1.71353742543272e-08
"x11168",47,5,"PGLSSEYOPTIM",0.78,0,-1.81061403842914e-08
"11168",47,5,"Compar",0.732635755521252,0,-7.32547687765859e-08
"x2169",46,5,"PGLSSEY",0.64,0,-7.82772635900214e-08
"x11169",46,5,"PGLSSEYOPTIM",0.67,0,-6.86739894133598e-08
"11169",46,5,"Compar",0.207112263954079,0,7.47087655887154e-07
"x2170",44,5,"PGLSSEY",0.85,0,7.49372134554464e-09
"x11170",44,5,"PGLSSEYOPTIM",0.68,0,1.61142593157004e-08
"11170",44,5,"Compar",0.0419856146250226,0,3.29174770441773e-07
"x2171",47,5,"PGLSSEY",0.81,0,-1.05665128515178e-08
"x11171",47,5,"PGLSSEYOPTIM",0.72,0,-1.56347819132511e-08
"11171",47,5,"Compar",0.673001367799752,0,6.3615114973308e-08
"x2172",48,5,"PGLSSEY",0.8,0,-2.18627375399244e-08
"x11172",48,5,"PGLSSEYOPTIM",0.84,0,1.92576007527475e-08
"11172",48,5,"Compar",0.384004753588675,0,-2.68244743864688e-07
"x2173",46,5,"PGLSSEY",0.93,0,-9.82803236805753e-09
"x11173",46,5,"PGLSSEYOPTIM",0.92,0,-1.140858065026e-08
"11173",46,5,"Compar",0.000244756730499063,0,2.12163009814711e-06
"x2174",46,5,"PGLSSEY",0.86,0,1.14531314856644e-07
"x11174",46,5,"PGLSSEYOPTIM",0.65,0,2.97422546298933e-07
"11174",46,5,"Compar",0.337228837015809,0,2.24536265483845e-06
"x2175",46,5,"PGLSSEY",0.58,0,-3.03337800773541e-07
"x11175",46,5,"PGLSSEYOPTIM",0.54,0,-3.37449604377657e-07
"11175",46,5,"Compar",0.43063671319224,0,1.44627763753916e-06
"x2176",44,5,"PGLSSEY",0.93,0,-6.15713229464393e-08
"x11176",44,5,"PGLSSEYOPTIM",1,0,-1.90240243296767e-09
"11176",NA,NA,"Compar",NA,NA,NA
"x2177",46,5,"PGLSSEY",1,0,1.23641493829684e-09
"x11177",46,5,"PGLSSEYOPTIM",0.79,0,-6.03289027307821e-08
"11177",46,5,"Compar",0.595362356240279,0,4.22708308679476e-07
"x2178",48,5,"PGLSSEY",0.87,0,3.71235838406817e-08
"x11178",48,5,"PGLSSEYOPTIM",0.54,0,1.38547829399057e-07
"11178",48,5,"Compar",0.638705870920456,0,3.9419429180235e-07
"x2179",46,5,"PGLSSEY",0.68,0,-7.45902044419572e-08
"x11179",46,5,"PGLSSEYOPTIM",0.89,0,2.62317377598384e-08
"11179",46,5,"Compar",0.0701635020510569,0,1.32532140163296e-06
"x2180",49,5,"PGLSSEY",0.41,0,-6.81282110259686e-08
"x11180",49,5,"PGLSSEYOPTIM",0.4,0,-7.17233004859535e-08
"11180",49,5,"Compar",0.189521449204627,0,-4.25462589209504e-07
"x2181",47,5,"PGLSSEY",0.99,0,-3.5832577193581e-09
"x11181",47,5,"PGLSSEYOPTIM",1,0,-1.66297432903079e-10
"11181",47,5,"Compar",0.331983508895729,0,-1.09264031260626e-06
"x2182",48,5,"PGLSSEY",0.89,0,-5.81530029661554e-08
"x11182",48,5,"PGLSSEYOPTIM",0.99,0,-3.86336702565201e-09
"11182",48,5,"Compar",0.903753043441297,0,-1.68076321639036e-07
"x2183",45,5,"PGLSSEY",0.6,0,6.42114302007969e-08
"x11183",45,5,"PGLSSEYOPTIM",0.63,0,6.12441955211291e-08
"11183",45,5,"Compar",0.7891171901198,0,-1.23439758259034e-07
"x2184",48,5,"PGLSSEY",0.45,0,6.87810961432838e-08
"x11184",48,5,"PGLSSEYOPTIM",0.41,0,7.39852282016232e-08
"11184",48,5,"Compar",0.185334336251014,0,3.95638918487924e-07
"x2185",48,5,"PGLSSEY",0.48,0,3.88009261174877e-08
"x11185",48,5,"PGLSSEYOPTIM",0.34,0,5.45480052466657e-08
"11185",48,5,"Compar",0.251405364522896,0,2.12872116571679e-07
"x2186",47,5,"PGLSSEY",0.88,0,-3.38617162561537e-08
"x11186",47,5,"PGLSSEYOPTIM",0.89,0,-3.17509297469759e-08
"11186",47,5,"Compar",0.984588250981019,0,-1.59245751439402e-08
"x2187",46,5,"PGLSSEY",0.66,0,-5.13662213716653e-08
"x11187",46,5,"PGLSSEYOPTIM",0.76,0,-3.62723519242511e-08
"11187",46,5,"Compar",0.0997918672457205,0,-7.00412282985606e-07
"x2188",45,5,"PGLSSEY",0.84,0,9.67132724136293e-09
"x11188",45,5,"PGLSSEYOPTIM",0.84,0,9.50844911472643e-09
"11188",45,5,"Compar",0.653909304939323,0,7.64427312324949e-08
"x2189",45,5,"PGLSSEY",0.81,0,-5.52613997508901e-08
"x11189",45,5,"PGLSSEYOPTIM",0.78,0,-6.20537585078462e-08
"11189",45,5,"Compar",0.414854393130886,0,-5.476306203768e-07
"x2190",47,5,"PGLSSEY",0.95,0,-5.20329427730204e-08
"x11190",47,5,"PGLSSEYOPTIM",0.96,0,-4.18177821107969e-08
"11190",47,5,"Compar",0.822529550663026,0,-6.62466580198772e-07
"x2191",47,5,"PGLSSEY",0.89,0,6.13372449175746e-09
"x11191",47,5,"PGLSSEYOPTIM",0.77,0,1.42653433999065e-08
"11191",47,5,"Compar",0.994234602072113,0,1.06613881815803e-09
"x2192",48,5,"PGLSSEY",0.86,0,3.19591069813504e-08
"x11192",48,5,"PGLSSEYOPTIM",0.77,0,5.32834633291094e-08
"11192",48,5,"Compar",0.174381719919016,0,8.90399260406965e-07
"x2193",48,5,"PGLSSEY",0.6,0,-1.21470165421531e-07
"x11193",48,5,"PGLSSEYOPTIM",0.46,0,-1.69003163124497e-07
"11193",48,5,"Compar",0.00478285553129543,0,-3.07053733679889e-06
"x2194",45,5,"PGLSSEY",0.61,0,2.17626918657875e-07
"x11194",45,5,"PGLSSEYOPTIM",0.78,0,1.20715775355399e-07
"11194",45,5,"Compar",0.0886285762330126,0,-2.6236647621827e-06
"x2195",45,5,"PGLSSEY",0.65,0,-9.63450082653619e-08
"x11195",45,5,"PGLSSEYOPTIM",0.44,0,-1.61493464864715e-07
"11195",45,5,"Compar",0.173293890046414,0,-1.09966055182897e-06
"x2196",47,5,"PGLSSEY",0.69,0,-7.07071483757279e-08
"x11196",47,5,"PGLSSEYOPTIM",0.58,0,-1.01466250823746e-07
"11196",47,5,"Compar",0.0980349556944349,0,1.14717775183878e-06
"x2197",45,5,"PGLSSEY",0.86,0,-4.54079088259053e-08
"x11197",45,5,"PGLSSEYOPTIM",0.74,0,-9.47548676935971e-08
"11197",45,5,"Compar",0.1770672040753,0,1.17714967617377e-06
"x2198",47,5,"PGLSSEY",0.57,0,-1.83105878360109e-08
"x11198",47,5,"PGLSSEYOPTIM",0.47,0,-2.34641684613283e-08
"11198",47,5,"Compar",0.696346507657302,0,-4.43254837740898e-08
"x2199",46,5,"PGLSSEY",0.66,0,1.03817104881972e-07
"x11199",46,5,"PGLSSEYOPTIM",0.72,0,8.20472421884053e-08
"11199",46,5,"Compar",0.0784682033932702,0,1.53810320375343e-06
"x2200",46,5,"PGLSSEY",0.75,0,1.07379928006083e-07
"x11200",46,5,"PGLSSEYOPTIM",0.81,0,8.14762929559293e-08
"11200",46,5,"Compar",0.0862168793647122,0,-1.84424680341557e-06
"x2201",47,5,"PGLSSEY",0.41,0,-3.95859744331132e-08
"x11201",47,5,"PGLSSEYOPTIM",0.29,0,-5.29026879597893e-08
"11201",47,5,"Compar",0.253354396406277,0,-1.9796568605526e-07
"x2202",47,5,"PGLSSEY",0.96,0,-2.3247823411111e-09
"x11202",47,5,"PGLSSEYOPTIM",0.92,0,-4.27636607864182e-09
"11202",NA,NA,"Compar",NA,NA,NA
"x2203",47,5,"PGLSSEY",0.95,0,3.05423893941165e-09
"x11203",47,5,"PGLSSEYOPTIM",0.91,0,5.32555873745305e-09
"11203",47,5,"Compar",0.0717723988350438,0,3.33713156504388e-07
"x2204",48,5,"PGLSSEY",0.98,0,-5.7655305523765e-09
"x11204",48,5,"PGLSSEYOPTIM",0.88,0,3.51814768303506e-08
"11204",48,5,"Compar",0.128228312835088,0,-1.41099617350397e-06
"x2205",46,5,"PGLSSEY",0.95,0,2.49812256871525e-09
"x11205",46,5,"PGLSSEYOPTIM",0.86,0,-6.92011165250055e-09
"11205",46,5,"Compar",0.371845957632327,0,-1.25606542914984e-07
"x2206",45,5,"PGLSSEY",0.43,0,-9.39966239661844e-08
"x11206",45,5,"PGLSSEYOPTIM",0.65,0,-5.50103154752771e-08
"11206",45,5,"Compar",0.00204003191514701,0,1.60976760287768e-06
"x2207",43,5,"PGLSSEY",0.82,0,1.52757642712928e-08
"x11207",43,5,"PGLSSEYOPTIM",0.74,0,2.19445774707824e-08
"11207",43,5,"Compar",0.855816428279022,0,-4.06235320877478e-08
"x2208",46,5,"PGLSSEY",0.65,0,4.98592800224314e-08
"x11208",46,5,"PGLSSEYOPTIM",0.56,0,6.36187868372785e-08
"11208",46,5,"Compar",0.415433203450005,0,-3.02907441013831e-07
"x2209",49,5,"PGLSSEY",0.83,0,-2.58574244104057e-08
"x11209",49,5,"PGLSSEYOPTIM",0.88,0,-1.76964094256494e-08
"11209",49,5,"Compar",0.53464524465936,0,-2.62559124200528e-07
"x2210",44,5,"PGLSSEY",0.96,0,1.64916928066424e-09
"x11210",44,5,"PGLSSEYOPTIM",0.91,0,3.86815327107775e-09
"11210",44,5,"Compar",0.514878225210879,0,-8.81830772619075e-08
"x2211",46,5,"PGLSSEY",0.58,0,-3.29441042043297e-08
"x11211",46,5,"PGLSSEYOPTIM",0.49,0,-4.07295096511912e-08
"11211",46,5,"Compar",0.0143287220050903,0,-5.73361561191628e-07
"x2212",45,5,"PGLSSEY",0.54,0,5.2111033568032e-08
"x11212",45,5,"PGLSSEYOPTIM",0.85,0,1.60712636139861e-08
"11212",45,5,"Compar",0.0462808409449684,0,-7.08351115917033e-07
"x2213",49,5,"PGLSSEY",0.5,0,-1.00182571374203e-07
"x11213",49,5,"PGLSSEYOPTIM",0.52,0,-9.80682389757329e-08
"11213",49,5,"Compar",0.307827311098522,0,-5.3571518664061e-07
"x2214",48,5,"PGLSSEY",0.62,0,3.42492289557936e-08
"x11214",48,5,"PGLSSEYOPTIM",0.78,0,2.00060945260652e-08
"11214",48,5,"Compar",0.722916544013379,0,7.46432293362381e-08
"x2215",46,5,"PGLSSEY",0.66,0,-2.4834763452898e-08
"x11215",46,5,"PGLSSEYOPTIM",0.66,0,-2.52578116938809e-08
"11215",46,5,"Compar",0.540442041145255,0,1.33670299169864e-07
"x2216",45,5,"PGLSSEY",0.49,0,-4.34564582046989e-08
"x11216",45,5,"PGLSSEYOPTIM",0.53,0,-3.94274119892781e-08
"11216",45,5,"Compar",0.172540974865983,0,3.27395685024142e-07
"x2217",44,5,"PGLSSEY",0.79,0,-6.86624022198925e-08
"x11217",44,5,"PGLSSEYOPTIM",0.83,0,-5.72471753834543e-08
"11217",44,5,"Compar",0.064855328801368,0,1.83941428882941e-06
"x2218",44,5,"PGLSSEY",0.72,0,1.26134300376683e-08
"x11218",44,5,"PGLSSEYOPTIM",0.99,0,-3.91276770171902e-10
"11218",44,5,"Compar",0.208338873288011,0,-1.79007633122453e-07
"x2219",47,5,"PGLSSEY",0.79,0,1.48259264049899e-08
"x11219",47,5,"PGLSSEYOPTIM",0.89,0,-7.7576906052853e-09
"11219",47,5,"Compar",0.355564403059423,0,2.00899019991092e-07
"x2220",46,5,"PGLSSEY",0.89,0,-6.2705586139658e-09
"x11220",46,5,"PGLSSEYOPTIM",0.67,0,-2.07486888126402e-08
"11220",NA,NA,"Compar",NA,NA,NA
"x2221",47,5,"PGLSSEY",0.67,0,-1.10138488715588e-07
"x11221",47,5,"PGLSSEYOPTIM",0.57,0,-1.48275820916571e-07
"11221",47,5,"Compar",0.237552127166123,0,-1.04021432932597e-06
"x2222",48,5,"PGLSSEY",0.88,0,4.15841975474329e-08
"x11222",48,5,"PGLSSEYOPTIM",0.99,0,-3.8225396141016e-09
"11222",48,5,"Compar",0.775322741786265,0,2.82395357377925e-07
"x2223",49,5,"PGLSSEY",0.53,0,-5.48994362491914e-08
"x11223",49,5,"PGLSSEYOPTIM",0.6,0,-4.61128438556916e-08
"11223",49,5,"Compar",0.0593233761754455,0,5.99113553647267e-07
"x2224",49,5,"PGLSSEY",0.74,0,-1.49614577868355e-08
"x11224",49,5,"PGLSSEYOPTIM",0.98,0,-8.51280115912281e-10
"11224",49,5,"Compar",0.443777251386892,0,1.33328871310706e-07
"x2225",47,5,"PGLSSEY",0.99,0,-1.3583421240563e-09
"x11225",47,5,"PGLSSEYOPTIM",0.71,0,-4.30872244551451e-08
"11225",47,5,"Compar",0.222086514435977,0,-5.71490272291285e-07
"x2226",43,5,"PGLSSEY",0.9,0,2.73795727537386e-08
"x11226",43,5,"PGLSSEYOPTIM",0.86,0,3.61763162141562e-08
"11226",43,5,"Compar",0.670599145874736,0,3.52118623033546e-07
"x2227",45,5,"PGLSSEY",0.69,0,-2.05754474848731e-08
"x11227",45,5,"PGLSSEYOPTIM",0.83,0,-1.13952948537515e-08
"11227",45,5,"Compar",0.607006250427814,0,1.11537490857269e-07
"x2228",49,5,"PGLSSEY",0.95,0,-3.43876715167309e-09
"x11228",49,5,"PGLSSEYOPTIM",0.73,0,-1.97173230913129e-08
"11228",49,5,"Compar",0.182042278944543,0,-2.54720456865892e-07
"x2229",46,5,"PGLSSEY",0.7,0,-7.82953396504296e-08
"x11229",46,5,"PGLSSEYOPTIM",0.78,0,-5.47262581581054e-08
"11229",46,5,"Compar",0.0961633195899481,0,1.32700893632276e-06
"x2230",47,5,"PGLSSEY",0.92,0,7.95082827203052e-09
"x11230",47,5,"PGLSSEYOPTIM",0.93,0,-7.75396328126615e-09
"11230",47,5,"Compar",0.194985601341553,0,-3.68130948501535e-07
"x2231",46,5,"PGLSSEY",0.65,0,-1.49200071754836e-08
"x11231",46,5,"PGLSSEYOPTIM",0.66,0,-1.53260876949269e-08
"11231",46,5,"Compar",0.424810285659121,0,8.95130190248395e-08
"x2232",48,5,"PGLSSEY",0.81,0,1.32487254675456e-08
"x11232",48,5,"PGLSSEYOPTIM",0.74,0,1.7797530891389e-08
"11232",48,5,"Compar",0.231776449150439,0,2.23878759380435e-07
"x2233",47,5,"PGLSSEY",0.71,0,8.34503935706148e-08
"x11233",47,5,"PGLSSEYOPTIM",0.68,0,9.12969096299033e-08
"11233",47,5,"Compar",0.926688435469492,0,-6.34154609035386e-08
"x2234",43,5,"PGLSSEY",0.53,0,2.16405192380735e-07
"x11234",43,5,"PGLSSEYOPTIM",0.56,0,2.15895364046684e-07
"11234",43,5,"Compar",0.570957489488223,0,7.05484822976769e-07
"x2235",46,5,"PGLSSEY",0.53,0,1.41054766357234e-07
"x11235",46,5,"PGLSSEYOPTIM",0.48,0,1.65576898068768e-07
"11235",46,5,"Compar",0.0255193796947588,0,-2.24859944987766e-06
"x2236",45,5,"PGLSSEY",0.99,0,6.52377429982015e-10
"x11236",45,5,"PGLSSEYOPTIM",0.76,0,-1.16000227338747e-08
"11236",45,5,"Compar",0.00907615529648798,0,-4.29065030927167e-07
"x2237",46,5,"PGLSSEY",0.39,0,-2.8749010948261e-08
"x11237",46,5,"PGLSSEYOPTIM",0.41,0,-2.69067494998555e-08
"11237",46,5,"Compar",0.751019157413502,0,3.50129819686787e-08
"x2238",45,5,"PGLSSEY",0.29,0,-4.60566997578149e-07
"x11238",45,5,"PGLSSEYOPTIM",0.34,0,-4.36218396789832e-07
"11238",45,5,"Compar",0.68851251070958,0,-5.75806050599125e-07
"x2239",47,5,"PGLSSEY",0.74,0,8.69472338288556e-08
"x11239",47,5,"PGLSSEYOPTIM",0.75,0,8.50851505076278e-08
"11239",47,5,"Compar",0.578383809749803,0,-5.47464642826224e-07
"x2240",44,5,"PGLSSEY",0.41,0,6.76233646917845e-08
"x11240",44,5,"PGLSSEYOPTIM",0.41,0,6.9806052234535e-08
"11240",44,5,"Compar",0.118603630711284,0,5.35489355441294e-07
"x2241",45,5,"PGLSSEY",0.59,0,-1.4285857758807e-07
"x11241",45,5,"PGLSSEYOPTIM",0.87,0,-4.32502059616999e-08
"11241",45,5,"Compar",0.294321783702507,0,1.06128221102835e-06
"x2242",45,5,"PGLSSEY",0.8,0,4.38443640158119e-08
"x11242",45,5,"PGLSSEYOPTIM",0.79,0,4.35608971740301e-08
"11242",45,5,"Compar",0.530451731714749,0,-3.22520591368777e-07
"x2243",45,5,"PGLSSEY",0.93,0,8.09432871876202e-09
"x11243",45,5,"PGLSSEYOPTIM",0.8,0,-2.71704559956627e-08
"11243",45,5,"Compar",0.0102209967720086,0,-1.30702968505968e-06
"x2244",48,5,"PGLSSEY",0.52,0,2.26233044608082e-08
"x11244",48,5,"PGLSSEYOPTIM",0.44,0,2.76135816453164e-08
"11244",48,5,"Compar",0.121701957352876,0,2.25682502397951e-07
"x2245",47,5,"PGLSSEY",0.71,0,-1.5653243596904e-08
"x11245",47,5,"PGLSSEYOPTIM",0.66,0,-1.85595684147835e-08
"11245",47,5,"Compar",0.51311672094279,0,-9.41604206341346e-08
"x2246",48,5,"PGLSSEY",0.51,0,4.07069450200035e-08
"x11246",48,5,"PGLSSEYOPTIM",0.51,0,3.95847342692043e-08
"11246",48,5,"Compar",0.00574058214903417,0,6.37640769950904e-07
"x2247",45,5,"PGLSSEY",0.75,0,-3.56771875296696e-08
"x11247",45,5,"PGLSSEYOPTIM",0.89,0,1.58859008738157e-08
"11247",45,5,"Compar",0.37571151326983,0,3.97115988416295e-07
"x2248",47,5,"PGLSSEY",0.66,0,8.31880213067303e-08
"x11248",47,5,"PGLSSEYOPTIM",0.82,0,4.29272962337675e-08
"11248",47,5,"Compar",0.0455012887919284,0,1.83073936975623e-06
"x2249",47,5,"PGLSSEY",0.82,0,1.80007048155512e-08
"x11249",47,5,"PGLSSEYOPTIM",0.76,0,2.60109078533526e-08
"11249",47,5,"Compar",0.970389959244557,0,-9.65756830516986e-09
"x2250",45,5,"PGLSSEY",0.63,0,1.945554098355e-08
"x11250",45,5,"PGLSSEYOPTIM",0.59,0,2.00914999316939e-08
"11250",45,5,"Compar",0.214388711929291,0,1.79610862269918e-07
"x2251",47,5,"PGLSSEY",0.58,0,-6.31060593787437e-08
"x11251",47,5,"PGLSSEYOPTIM",0.62,0,-5.60391671488534e-08
"11251",47,5,"Compar",0.03449704739718,0,9.27778604442418e-07
"x2252",48,5,"PGLSSEY",0.83,0,1.23467877622131e-08
"x11252",48,5,"PGLSSEYOPTIM",0.62,0,2.94732295393147e-08
"11252",48,5,"Compar",0.71203867925728,0,-7.62237313233417e-08
"x2253",45,5,"PGLSSEY",0.59,0,1.09504966091887e-07
"x11253",45,5,"PGLSSEYOPTIM",0.48,0,1.51192701230903e-07
"11253",45,5,"Compar",0.0911920597061635,0,1.2593328586155e-06
"x2254",50,5,"PGLSSEY",0.99,0,-1.17492754643347e-09
"x11254",50,5,"PGLSSEYOPTIM",0.94,0,-6.20449192862326e-09
"11254",50,5,"Compar",0.594536214657022,0,-1.41714178143206e-07
"x2255",46,5,"PGLSSEY",0.89,0,4.82246778637091e-09
"x11255",46,5,"PGLSSEYOPTIM",0.82,0,8.10083342333371e-09
"11255",46,5,"Compar",0.666094835830999,0,-5.3642016626705e-08
"x2256",47,5,"PGLSSEY",0.43,0,-1.63233647280301e-07
"x11256",47,5,"PGLSSEYOPTIM",0.88,0,-3.51184833954234e-08
"11256",47,5,"Compar",0.0511664518667447,0,-1.40262991283756e-06
"x2257",46,5,"PGLSSEY",0.65,0,7.01919295199391e-08
"x11257",46,5,"PGLSSEYOPTIM",0.72,0,5.44600533425751e-08
"11257",46,5,"Compar",0.245966312309517,0,5.76637949148015e-07
"x2258",46,5,"PGLSSEY",0.87,0,-1.33633539234437e-08
"x11258",46,5,"PGLSSEYOPTIM",0.9,0,-1.15068378304275e-08
