"","n","min","model","pval","simslope","slope"
"logx1486",49,1,"PGLSSEYOPTIM",6.9e-13,-1.16431163674612,-11.5880690715008
"1486",49,1,"Compar",6.38100537719843e-06,-1.16431163674612,-68.1833453210693
"logx587",47,1,"PGLSSEY",0.0081,0.383837127089063,10.1586698992837
"logx1487",47,1,"PGLSSEYOPTIM",0.00081,0.383837127089063,11.2205363797173
"1487",47,1,"Compar",0.0256161809821522,0.383837127089063,33.05943865265
"logx588",48,1,"PGLSSEY",4.8e-17,1.61487650775684,17.6211986160151
"logx1488",48,1,"PGLSSEYOPTIM",4.6e-16,1.61487650775684,18.5291303443725
"1488",48,1,"Compar",1.61358301395964e-05,1.61487650775684,75.1403742259445
"logx589",48,1,"PGLSSEY",0.043,0.163047952091781,5.12799519929241
"logx1489",48,1,"PGLSSEYOPTIM",0.02,0.163047952091781,5.75107905051095
"1489",48,1,"Compar",0.00115158011293848,0.163047952091781,44.6109113353277
"logx590",46,1,"PGLSSEY",2.6e-15,1.59950126164971,8.79070637870955
"logx1490",46,1,"PGLSSEYOPTIM",1e-14,1.59950126164971,8.8015146290277
"1490",46,1,"Compar",7.55275368038433e-05,1.59950126164971,30.5199483672718
"logx591",47,1,"PGLSSEY",2.9e-08,-0.903533196061594,-16.7999360720423
"logx1491",47,1,"PGLSSEYOPTIM",1.4e-07,-0.903533196061594,-15.3937814934334
"1491",47,1,"Compar",5.00749952481172e-06,-0.903533196061594,-104.935107217729
"logx592",47,1,"PGLSSEY",8.6e-09,1.15675936280888,10.7675895716794
"logx1492",47,1,"PGLSSEYOPTIM",1.6e-07,1.15675936280888,11.0109978314247
"1492",47,1,"Compar",3.4003980593944e-05,1.15675936280888,64.9686075939546
"logx593",47,1,"PGLSSEY",9.2e-12,1.45057316164468,14.5873633039197
"logx1493",47,1,"PGLSSEYOPTIM",3.1e-12,1.45057316164468,14.7586902481189
"1493",47,1,"Compar",5.28837539981453e-07,1.45057316164468,75.2419546409274
"logx594",47,1,"PGLSSEY",2.9e-17,-1.99042075267237,-13.6982375958622
"logx1494",47,1,"PGLSSEYOPTIM",6.6e-16,-1.99042075267237,-13.551165131501
"1494",47,1,"Compar",6.22293113039518e-07,-1.99042075267237,-76.4030887183118
"logx595",47,1,"PGLSSEY",6.8e-09,0.985400486030453,13.9500506916742
"logx1495",47,1,"PGLSSEYOPTIM",2.7e-08,0.985400486030453,14.6561137433343
"1495",47,1,"Compar",0.000563787794266357,0.985400486030453,63.7378353575104
"logx596",47,1,"PGLSSEY",0.08,-0.00220851331468896,5.23329361283806
"logx1496",47,1,"PGLSSEYOPTIM",0.013,-0.00220851331468896,7.91728027163146
"1496",47,1,"Compar",0.00286677577367422,-0.00220851331468896,50.7720475187994
"logx597",49,1,"PGLSSEY",3.9e-15,1.32450134481682,8.92650429904136
"logx1497",49,1,"PGLSSEYOPTIM",1.9e-14,1.32450134481682,8.91381745689665
"1497",49,1,"Compar",4.18480633386231e-05,1.32450134481682,32.5968983779949
"logx598",45,1,"PGLSSEY",5.3e-18,1.62893498102633,7.52475582990764
"logx1498",45,1,"PGLSSEYOPTIM",4.6e-16,1.62893498102633,7.56516597484409
"1498",45,1,"Compar",2.87372458407376e-06,1.62893498102633,33.1863712121656
"logx599",45,1,"PGLSSEY",0.00016,-0.498520382608343,-9.35393440302223
"logx1499",45,1,"PGLSSEYOPTIM",9.2e-05,-0.498520382608343,-9.32978717723834
"1499",45,1,"Compar",0.000173442005379609,-0.498520382608343,-56.587816637481
"logx600",47,1,"PGLSSEY",2.4e-11,-1.64648005889446,-19.8966440186973
"logx1500",47,1,"PGLSSEYOPTIM",2.9e-11,-1.64648005889446,-20.4669120010252
"1500",47,1,"Compar",9.63637235651404e-06,-1.64648005889446,-109.845351623052
"logx601",44,1,"PGLSSEY",0.79,-0.277693898826914,1.21381035926868
"logx1501",44,1,"PGLSSEYOPTIM",0.57,-0.277693898826914,2.8006497915985
"1501",44,1,"Compar",0.558949456316108,-0.277693898826914,-12.9936264287317
"logx602",48,1,"PGLSSEY",4.6e-05,0.71670600517533,8.06951209767783
"logx1502",48,1,"PGLSSEYOPTIM",1.6e-06,0.71670600517533,8.58037955913695
"1502",48,1,"Compar",2.74824563224474e-05,0.71670600517533,43.4331634123
"logx603",47,1,"PGLSSEY",1.3e-12,0.956829277570474,15.6902260394912
"logx1503",47,1,"PGLSSEYOPTIM",1.8e-12,0.956829277570474,15.7906865659297
"1503",47,1,"Compar",3.01000660285489e-06,0.956829277570474,76.8837322016607
"logx604",48,1,"PGLSSEY",0.012,-0.725235667743026,-6.5685788213847
"logx1504",48,1,"PGLSSEYOPTIM",0.033,-0.725235667743026,-6.08737804721526
"1504",48,1,"Compar",0.00248845793535768,-0.725235667743026,-43.4224211995706
"logx605",44,1,"PGLSSEY",1.4e-10,-1.28750635772043,-25.9033215812309
"logx1505",44,1,"PGLSSEYOPTIM",2.6e-10,-1.28750635772043,-24.8652458338501
"1505",44,1,"Compar",4.63763634739323e-06,-1.28750635772043,-150.465256057758
"logx606",46,1,"PGLSSEY",1.5e-15,1.51892810592825,23.6996085211398
"logx1506",46,1,"PGLSSEYOPTIM",4e-16,1.51892810592825,24.400997699082
"1506",46,1,"Compar",2.03902866324768e-06,1.51892810592825,121.931049060735
"logx607",48,1,"PGLSSEY",3.5e-14,-1.4098596566475,-13.2860281527866
"logx1507",48,1,"PGLSSEYOPTIM",5.8e-13,-1.4098596566475,-12.9742466247414
"1507",48,1,"Compar",5.21315618184914e-06,-1.4098596566475,-58.4384202827442
"logx608",47,1,"PGLSSEY",1.6e-13,1.58646019873762,10.5883235803823
"logx1508",47,1,"PGLSSEYOPTIM",1e-12,1.58646019873762,10.2421640167812
"1508",47,1,"Compar",1.80503512470231e-06,1.58646019873762,57.4127565177278
"logx609",43,1,"PGLSSEY",0.00014,1.16847518716074,13.138088100022
"logx1509",43,1,"PGLSSEYOPTIM",9e-04,1.16847518716074,10.8180458112906
"1509",43,1,"Compar",0.282406277023495,1.16847518716074,18.2960330923997
"logx610",46,1,"PGLSSEY",3.7e-09,-1.15950456009641,-13.7126343346583
"logx1510",46,1,"PGLSSEYOPTIM",5.3e-10,-1.15950456009641,-14.948022610058
"1510",46,1,"Compar",1.16997838537358e-05,-1.15950456009641,-69.3854009661495
"logx611",46,1,"PGLSSEY",2.2e-12,-1.11134040429229,-11.8555983857705
"logx1511",46,1,"PGLSSEYOPTIM",7e-13,-1.11134040429229,-11.6640075703352
"1511",46,1,"Compar",7.97610580161034e-06,-1.11134040429229,-49.3396328545659
"logx612",46,1,"PGLSSEY",0.35,-0.244544516053344,-2.21260046550521
"logx1512",46,1,"PGLSSEYOPTIM",0.93,-0.244544516053344,-0.192543397498376
"1512",46,1,"Compar",0.0752875138132205,-0.244544516053344,-20.3583742388628
"logx613",48,1,"PGLSSEY",0.02,-0.288486507722454,-6.1367467115158
"logx1513",48,1,"PGLSSEYOPTIM",0.045,-0.288486507722454,-5.14122651227642
"1513",48,1,"Compar",0.463850903465059,-0.288486507722454,8.33049919848963
"logx614",43,1,"PGLSSEY",0.22,0.212557176177365,5.17608471195657
"logx1514",43,1,"PGLSSEYOPTIM",0.2,0.212557176177365,5.49421361771579
"1514",43,1,"Compar",0.0598625592130753,0.212557176177365,38.3529067745421
"logx615",47,1,"PGLSSEY",1e-06,0.761388322889985,10.3718607589982
"logx1515",47,1,"PGLSSEYOPTIM",1.1e-06,0.761388322889985,10.4544394738578
"1515",47,1,"Compar",0.0333638259052151,0.761388322889985,27.1817577874699
"logx616",46,1,"PGLSSEY",0.035,-0.37269697187491,-5.70789573142332
"logx1516",46,1,"PGLSSEYOPTIM",0.0062,-0.37269697187491,-8.67130224809021
"1516",46,1,"Compar",0.000375876838246914,-0.37269697187491,-86.5514296064157
"logx617",46,1,"PGLSSEY",0.015,-0.365970358280892,-6.44195465126875
"logx1517",46,1,"PGLSSEYOPTIM",0.005,-0.365970358280892,-6.85305312134245
"1517",46,1,"Compar",0.00460599800379757,-0.365970358280892,-37.7081054790846
"logx618",48,1,"PGLSSEY",0.038,0.11336273969604,4.76085161872677
"logx1518",48,1,"PGLSSEYOPTIM",0.86,0.11336273969604,0.466811391441721
"1518",48,1,"Compar",0.146696169115001,0.11336273969604,-15.8145181587679
"logx619",47,1,"PGLSSEY",1.5e-15,-1.5779305557277,-17.7225589066335
"logx1519",47,1,"PGLSSEYOPTIM",4.5e-15,-1.5779305557277,-17.3748091910693
"1519",47,1,"Compar",1.69000918086581e-05,-1.5779305557277,-54.4707965362513
"logx620",47,1,"PGLSSEY",5.1e-11,-1.45737534089342,-15.6039546687587
"logx1520",47,1,"PGLSSEYOPTIM",3.6e-10,-1.45737534089342,-14.2296228512579
"1520",47,1,"Compar",2.61134825119136e-05,-1.45737534089342,-61.6763528327774
"logx621",44,1,"PGLSSEY",0.0012,-0.430134637623095,-6.8536144876144
"logx1521",44,1,"PGLSSEYOPTIM",0.00063,-0.430134637623095,-6.4834070801825
"1521",44,1,"Compar",0.000732975502335975,-0.430134637623095,-28.4993445504106
"logx622",47,1,"PGLSSEY",1.2e-08,0.55378503612878,12.7347811549745
"logx1522",47,1,"PGLSSEYOPTIM",2.3e-09,0.55378503612878,15.2971272268565
"1522",47,1,"Compar",7.34660444812185e-06,0.55378503612878,97.0613280385751
"logx623",45,1,"PGLSSEY",1.6e-16,1.47761360168076,11.3498256383287
"logx1523",45,1,"PGLSSEYOPTIM",1.8e-16,1.47761360168076,11.2027031313526
"1523",45,1,"Compar",6.17780849463401e-05,1.47761360168076,35.101395064793
"logx624",44,1,"PGLSSEY",6.4e-16,-1.67056213679652,-20.8364490311254
"logx1524",44,1,"PGLSSEYOPTIM",5.7e-16,-1.67056213679652,-21.044220633627
"1524",44,1,"Compar",2.79067027264546e-07,-1.67056213679652,-122.302482081042
"logx625",47,1,"PGLSSEY",2.7e-05,-0.470886399490845,-14.329075217723
"logx1525",47,1,"PGLSSEYOPTIM",7.9e-06,-0.470886399490845,-15.1672139485464
"1525",47,1,"Compar",0.00142657342170138,-0.470886399490845,-61.1945084849231
"logx626",45,1,"PGLSSEY",0.03,0.432553054292462,7.3191753540294
"logx1526",45,1,"PGLSSEYOPTIM",0.044,0.432553054292462,7.55257349338223
"1526",45,1,"Compar",0.372175561588775,0.432553054292462,14.1239124075828
"logx627",46,1,"PGLSSEY",1.2e-06,-0.95498532956395,-17.9236311653667
"logx1527",46,1,"PGLSSEYOPTIM",3.5e-06,-0.95498532956395,-18.1886357944127
"1527",46,1,"Compar",0.000103517384947072,-0.95498532956395,-94.660968106067
"logx628",46,1,"PGLSSEY",1.2e-15,-1.77569307045642,-11.3252803219904
"logx1528",46,1,"PGLSSEYOPTIM",4.8e-14,-1.77569307045642,-11.2134510698108
"1528",46,1,"Compar",8.20529815648285e-07,-1.77569307045642,-68.5327097094881
"logx629",45,1,"PGLSSEY",0.15,-0.333005822558238,-4.85391020799907
"logx1529",45,1,"PGLSSEYOPTIM",0.18,-0.333005822558238,-4.59939588343933
"1529",45,1,"Compar",0.467116552433333,-0.333005822558238,-10.8547077095163
"logx630",46,1,"PGLSSEY",0.77,-0.0216295990391997,0.526606597838888
"logx1530",46,1,"PGLSSEYOPTIM",0.38,-0.0216295990391997,1.60163318481405
"1530",46,1,"Compar",0.48537046008662,-0.0216295990391997,5.31979042068338
"logx631",48,1,"PGLSSEY",3e-10,1.29561219026505,6.89069369096055
"logx1531",48,1,"PGLSSEYOPTIM",1.9e-10,1.29561219026505,7.39864377497685
"1531",48,1,"Compar",3.36466100636645e-05,1.29561219026505,29.0229970747532
"logx632",45,1,"PGLSSEY",0.8,0.0245936049882953,-0.496232698710452
"logx1532",45,1,"PGLSSEYOPTIM",0.49,0.0245936049882953,-1.25916955722316
"1532",45,1,"Compar",0.190974277319822,0.0245936049882953,-12.3740143614959
"logx633",47,1,"PGLSSEY",0.066,-0.225338379589464,-3.92583297187976
"logx1533",47,1,"PGLSSEYOPTIM",0.0082,-0.225338379589464,-5.57688533162877
"1533",47,1,"Compar",0.0103279592011756,-0.225338379589464,-28.4691843305873
"logx634",46,1,"PGLSSEY",0.13,0.484906615889765,2.99881322248035
"logx1534",46,1,"PGLSSEYOPTIM",0.037,0.484906615889765,4.4301420231037
"1534",46,1,"Compar",0.134892082128544,0.484906615889765,15.803106099329
"logx635",50,1,"PGLSSEY",1.4e-17,-1.7078109717054,-23.75605293716
"logx1535",50,1,"PGLSSEYOPTIM",1.2e-17,-1.7078109717054,-26.6995059664746
"1535",50,1,"Compar",2.57245490020708e-07,-1.7078109717054,-145.899869756471
"logx636",46,1,"PGLSSEY",2e-13,-1.11216199661831,-14.9529992104223
"logx1536",46,1,"PGLSSEYOPTIM",3.4e-10,-1.11216199661831,-12.8450849522608
"1536",46,1,"Compar",0.00234658971435442,-1.11216199661831,-33.5794308873724
"logx637",47,1,"PGLSSEY",0.63,0.138095246796452,-1.56371436129032
"logx1537",47,1,"PGLSSEYOPTIM",0.97,0.138095246796452,-0.121747936071549
"1537",47,1,"Compar",0.0102747133909904,0.138095246796452,45.3971760824966
"logx638",46,1,"PGLSSEY",2.1e-11,-1.63418976587976,-15.5070941018622
"logx1538",46,1,"PGLSSEYOPTIM",4.7e-12,-1.63418976587976,-16.0816645971816
"1538",46,1,"Compar",2.39668098322987e-06,-1.63418976587976,-98.7815704381646
"logx639",45,1,"PGLSSEY",1.6e-09,-1.24197089167543,-19.9300904604139
"logx1539",45,1,"PGLSSEYOPTIM",2.2e-08,-1.24197089167543,-18.92646611113
"1539",45,1,"Compar",2.36290679342943e-05,-1.24197089167543,-98.3992938795855
"logx640",47,1,"PGLSSEY",0.0039,0.347719670349195,8.64006342778678
"logx1540",47,1,"PGLSSEYOPTIM",0.011,0.347719670349195,8.38357286985483
"1540",47,1,"Compar",0.61063110156988,0.347719670349195,8.70930885953658
"logx641",42,1,"PGLSSEY",0.14,0.282361095475757,3.0565580620315
"logx1541",42,1,"PGLSSEYOPTIM",0.19,0.282361095475757,2.76211662921062
"1541",42,1,"Compar",0.475958764262983,0.282361095475757,7.42488092358735
"logx642",44,1,"PGLSSEY",1.4e-14,-1.73947135773721,-15.0066217785794
"logx1542",44,1,"PGLSSEYOPTIM",1.1e-12,-1.73947135773721,-14.7021736533525
"1542",44,1,"Compar",9.2483652756048e-06,-1.73947135773721,-62.7232058807833
"logx643",50,1,"PGLSSEY",1.9e-14,-1.86079627532643,-16.9604118857717
"logx1543",50,1,"PGLSSEYOPTIM",8.1e-13,-1.86079627532643,-16.3473436232699
"1543",50,1,"Compar",9.60662953013447e-05,-1.86079627532643,-52.6204807720983
"logx644",47,1,"PGLSSEY",3.7e-13,1.79212057608205,20.0050324119417
"logx1544",47,1,"PGLSSEYOPTIM",2.5e-12,1.79212057608205,21.2528630048303
