99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174	175	176	177	178	179	180	181	182	183	184	185	186	187	188	189	190	191	192	193	194	195
0.1856061	0.2395086	0.1798056	0.1492101	0.0727766	0.06672042	0.07586051	0.2	0.1501421	0.1656486	0.1748096	0.1195357	0.159058	0.1934584	0.2150405	0.2201422	0.2685169	0.2281233	0.3021037	0.3328511	0.3206935	0.2333333	0.2119723	0.3296761	0.3390805	0.1692853	0.1296813	0.135096	0.174747	0.2497751	0.3740683	0.1220505	0.05745342	0.1216629	0.07379671	0.05992551	0	0.1045335	0.08947368	0.1146323	0.1133961	0.1193213	0.1284031	0.1496741	0.1834483	0.1157826	0.1140375	0.05505952	0.1718145	0.1724054	0.1712644	0.1203704	0.09725096	0.1412656	0.03317289	0.04029861	0.04491605	0.08413078	0.02639627	0.03752241	0.06321347	0.01041667	0.1564218	0.1192264	0.118894	0.1193426	0.1250702	0.116107	0.1253697	0.206218	0.2449589	0.3674383	0.1092994	0.1464513	0.13	0.1640857	0.1688907	0.2118928	0.3087719	0.1419224	0.07766686	0.1068881	0.1299863	0.122619	0.134804	0.1007314	0.05633803	0.1976719	0.3048077	0.1225553	0.1252137	0.1372376	0.2	0.1216678	0.1762506	0.245086	0.05064103
0.550085	0.2878942	0.1702993	0.1424396	0.05269642	-0.02031767	0.04398967	0.218097	0.1514775	0.2033564	0.1350254	0.1116702	0.1509065	0.2261189	0.1868238	0.2107292	0.2574237	0.2537387	0.2800203	0.3328511	0.3206935	0.2550523	0.2158187	0.3811975	0.3087494	0.1692853	0.1709271	0.2066996	0.241594	0.2930996	0.3169833	0.07083777	0.13963	0.1578599	0.07658775	0.02558872	0.009162792	0.1665969	0.1398185	0.07591277	0.1125332	0.1193213	0.1325538	0.1127561	0.1505333	0.1157826	0.1140375	0.02968892	0.1501635	0.08911468	0.2609595	0.04199644	0.08502039	0.1757939	0.09169667	0.089794	0.08521206	0.06012124	-0.03558212	0.03481069	0.072645	0.02609256	0.127909	0.1404465	0.07490357	0.1247629	0.1386849	0.1040694	0.1587565	0.2478242	0.2769505	0.3367741	0.069174	0.1378337	0.1119905	0.1895069	0.1786328	0.2163316	0.3385911	0.1042021	0.06615556	0.06024193	0.1164528	0.07343227	0.124909	0.1063511	0.1058894	0.1818269	0.2606448	0.1658992	0.1329182	0.1752381	0.2304918	0.1700417	0.1472461	0.2335648	0.06623863
1.414507	0.223751	0.1719781	0.1381094	0.04581694	0.02349545	-0.002753343	0.2778346	0.08971316	0.2310493	0.1377844	0.07685455	0.1371791	0.1540086	0.09715169	0.1728335	0.3457137	0.2235409	0.265311	0.3328511	0.3309006	0.1948052	0.23538	0.3377375	0.3512732	0.1692853	0.1709271	0.2172359	0.2336824	0.2024743	0.3731301	0.08883532	0.08126776	0.1143502	0.03304626	0.0930775	-0.02684019	0.1498179	0.1810183	0.06986443	0.1125332	0.1193213	0.1575153	0.1471336	0.1051472	0.1204582	0.1140375	-0.01254266	0.1718148	0.04503181	0.2274413	0.01646185	0.09051813	0.1425989	0.1235025	0.08765088	0.04347644	0.0774587	-0.06397243	0.03133421	0.04727566	0.07583043	0.09322244	0.1839827	0.1060746	0.09049336	0.1120278	0.07466926	0.1377475	0.2694245	0.3126226	0.3367741	0.06957201	0.04398465	0.1481139	0.2192231	0.1690832	0.242425	0.3019126	0.03343323	0.002533856	0.07446399	0.07875571	0.1344401	0.1053579	0.1593072	0.1695221	0.2253151	0.2187932	0.1547152	0.1436303	0.2678673	0.2220455	0.2136893	0.1303307	0.1953768	0.04798977
1.326035	0.2326312	0.2237893	0.176181	0.03294534	0.1056139	0.008628495	0.2745613	0.00199344	0.2307317	0.1420819	0.05614727	0.1274899	0.09794758	0.09566909	0.1837329	0.3281324	0.1849049	0.25134	0.3328511	0.3309006	0.227589	0.192161	0.329216	0.3323152	0.1692853	0.1709271	0.2431246	0.1847668	0.2447592	0.3544167	0.1133238	0.06540778	0.1527697	0.01009826	0.07836122	0.01288259	0.1227786	0.1408067	0.04100301	0.1125332	0.1193213	0.1318399	0.1614932	0.1118619	0.1204582	0.1140375	0.02492387	0.1145627	-0.02368974	0.2199001	0.08546938	0.09051049	0.08372414	0.1321525	0.1148324	0.07615081	0.1575035	-0.08290296	0.04588598	-0.005753988	0.0665365	0.1120722	0.1576616	0.1118232	0.1240168	0.07363929	0.0689228	0.1357986	0.2900558	0.3557398	0.3451116	0.09334779	0.0746309	0.1575365	0.181983	0.1672871	0.3017525	0.2484004	0.1122505	0.0132184	0.07543675	0.1092229	0.07885227	0.07947326	0.1093066	0.1645588	0.2667428	0.1705957	0.1613059	0.1018292	0.2398896	0.198252	0.2517925	0.09449859	0.2373201	0.1171406
1.671464	0.2755367	0.2670798	0.1645614	0.05537077	0.06452526	-0.006376857	0.3021144	-0.01823327	0.192673	0.1504761	0.1035927	0.1285815	0.05246203	0.1286484	0.2141939	0.3534547	0.1815159	0.2825494	0.3328511	0.3309006	0.2596	0.1602138	0.3920675	0.3012504	0.1692853	0.1709271	0.1921147	0.197592	0.2251136	0.4051481	0.1272035	0.06520848	0.1824203	-0.0454483	0.0785513	0.05843529	0.1583146	0.1887163	0.1198821	0.1125332	0.1182333	0.1509609	0.1855656	0.07667485	0.1204582	0.1140375	0.0250511	0.0961209	-0.02388909	0.2287065	0.09116004	0.104492	0.1378048	0.1802866	0.09513263	0.1349501	0.240466	-0.09027968	0.02872725	-0.06596896	0.1164693	0.1935537	0.237603	0.138307	0.05853626	0.1302811	0.04837389	0.1625684	0.2926239	0.3422933	0.3451116	0.1140736	0.07405416	0.199885	0.2534036	0.1747539	0.2793262	0.2341162	0.07515027	0.02076985	0.049177	0.08241447	-0.00198207	0.09230944	0.08762019	0.1736569	0.2962728	0.1853315	0.1187047	0.1640569	0.2890681	0.163196	0.2283594	0.1443761	0.2713271	0.1098085
1.710323	0.3307687	0.3090276	0.2307456	0.02975656	0.07997752	0.07944361	0.338854	-0.02318274	0.1645072	0.1713868	0.08071291	0.1610592	0.02931006	0.1044539	0.2196918	0.3214796	0.1800112	0.2812572	0.3328511	0.3329037	0.2726708	0.1552388	0.4128343	0.3402695	0.1692853	0.1709271	0.2219282	0.212955	0.1374951	0.413007	0.2079251	0.1178988	0.2230651	-0.0117599	0.04607161	0.01986114	0.1535556	0.1942753	0.1449897	0.1125332	0.1182333	0.1390041	0.1646819	0.1588908	0.1127025	0.1140375	-0.03787032	0.01111241	-0.02620578	0.2547813	0.1389266	0.1359786	0.0686159	0.1561527	0.1410138	0.2133339	0.3077629	-0.07906918	0.004835175	0.001471215	0.05838833	0.1958022	0.2446313	0.1474361	0.03896682	0.155738	7.42361e-05	0.1737541	0.3020597	0.3422933	0.3451116	0.09931104	0.03371112	0.1548089	0.2410208	0.2219119	0.3260869	0.2455838	0.06840702	-0.0290616	0.02660705	0.05652859	-0.04665983	0.08414599	0.05621943	0.1586077	0.2664402	0.1863846	0.1498934	0.1884104	0.2506502	0.1591611	0.2630141	0.1704859	0.277497	0.04483657
1.629944	0.3143763	0.2875703	0.2596752	0.0390012	0.111248	0.04030068	0.3289269	-0.05392855	0.2215499	0.196716	0.1197972	0.1055184	0.06294317	0.1152567	0.2226105	0.3486591	0.1633373	0.2281518	0.3328511	0.3329037	0.332616	0.1607997	0.3838148	0.2925359	0.1692853	0.1709271	0.2572021	0.1983537	0.1322634	0.4266344	0.220938	0.08435412	0.3064962	-0.03101924	0.0586791	0.009340415	0.1451803	0.1459061	0.1511623	0.1125332	0.1182333	0.1238976	0.1713228	0.114516	0.1127025	0.1140375	-0.03442863	0.04437835	-0.03288825	0.2931393	0.1552536	0.09130346	0.05643828	0.1753011	0.1522971	0.1638542	0.3320409	-0.04450614	-0.03848736	0.03224343	0.01854512	0.2332789	0.2271081	0.1042876	0.04962467	0.1206709	-0.00762057	0.1843911	0.2871137	0.3422933	0.3451116	0.0170238	0.02344341	0.2103082	0.2606409	0.2168911	0.357061	0.3302777	0.1270893	-0.009627756	-0.02348612	0.0374635	-0.04282511	0.1344657	0.07719689	0.1717564	0.2666356	0.214196	0.189957	0.1264553	0.2267791	0.1048353	0.2769087	0.2339555	0.2502103	0.03620666
1.480646	0.303655	0.3519318	0.2507297	0.01072217	0.04914014	0.05033468	0.378819	-0.06527278	0.2634984	0.2401902	0.07298796	0.1316642	0.09772605	0.1196379	0.2119951	0.3205525	0.1725324	0.2593685	0.3328511	0.3329037	0.3608062	0.1132224	0.372218	0.2680114	0.1694952	0.1709271	0.2244176	0.1764772	0.1434866	0.4249495	0.1932754	0.09961864	0.2988885	-0.03590132	0.04255307	0.01227797	0.1356123	0.1416028	0.1413083	0.1125332	0.112149	0.1156082	0.2556974	0.1260199	0.1127025	0.1140375	-0.03204437	0.03840212	0.01419024	0.2016736	0.1621985	0.09004851	0.01619839	0.135529	0.1883027	0.08061996	0.3016092	-0.07846931	0.007181345	0.07176897	0.006777813	0.2006711	0.2204493	0.1040673	0.04396791	0.109884	0.04798036	0.1096283	0.228371	0.3422933	0.3451116	0.007998	0.06491622	0.2398788	0.3163309	0.1954706	0.3400608	0.4178216	0.1601636	-0.0162539	0.01046488	0.04583652	-0.07561246	0.1300817	0.04076206	0.2173149	0.2251594	0.1898679	0.2249967	0.1193898	0.2217983	0.05072301	0.3241871	0.2866054	0.2573817	0.08579292
1.236731	0.2957438	0.3089386	0.2012507	-0.0137657	0.02602839	0.05045747	0.4053278	-0.02000359	0.2791314	0.2283313	0.03669356	0.1579227	0.1365559	0.08675196	0.2619448	0.3381691	0.2492154	0.2402982	0.3328511	0.3329037	0.3608183	0.1598561	0.3778272	0.3428692	0.1694952	0.1709271	0.2186603	0.164416	0.1234958	0.3873191	0.2255605	0.07943866	0.352078	-0.04660576	-0.006170498	0.04219441	0.1466162	0.09192149	0.1727542	0.1125332	0.112149	0.1348944	0.2259799	0.1745256	0.1127025	0.1140375	-0.0690061	0.02349445	0.01134564	0.1858647	0.1332355	0.09559241	0.05473154	0.1288996	0.1661646	0.06499792	0.2797156	-0.02622442	0.06199942	0.1308797	-0.0610324	0.2646652	0.1299906	0.1083739	0.1151186	0.1432191	0.02979649	0.1197162	0.2459596	0.3422933	0.3451116	0.04159914	0.01983679	0.2640139	0.2790305	0.2184123	0.3457559	0.4518355	0.1630607	-0.0196586	0.02455947	0.09799419	-0.03833107	0.07867488	0.01502089	0.2360515	0.2041552	0.1755276	0.2680281	0.08413128	0.1981176	0.03018731	0.2882844	0.2806937	0.29623	0.07480045
